invoice_id,subscription_id,invoice_date,due_date,invoice_amount,tax_amount,payment_status,payment_date,payment_method,record_status,status_reason,payment_status_norm
I0001456,S002168,2025-03-19,2025-04-26,90950.69,-1896.02,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001457,S001108,2024-11-08,2024-11-18,40447.17,8186.75,Paid,2024-10-31,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0001458,S001378,2024-01-15,2024-01-28,20539.35,10831.09,Pending,,Card,VALID,No issues detected,Pending
I0001459,S001299,2025-11-09,2025-12-01,84649.42,,Refunded,2026-01-18,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001460,S000037,2025-09-09,2025-10-13,39364.76,21888.2,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001461,S001609,2025-02-01,2025-03-12,76918.32,17749.43,Paid,2025-03-12,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001462,S000908,2025-01-19,2025-02-07,14608.7,7265.11,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001463,S000646,2025-05-26,2025-07-04,35050.04,24188.72,Refunded,,,VALID,No issues detected,Refunded
I0001464,S001993,2025-04-25,2025-05-30,42247.17,7146.37,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001465,S002350,2024-02-26,2024-03-18,,6117.12,Paid,2024-04-14,Bank Transfer,SUSPICIOUS,Missing invoice_amount,Paid
I0001466,S000943,2025-05-05,2025-06-10,21110.68,19019.91,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001467,S001937,2025-03-29,2025-04-15,96365.93,-3901.68,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0001468,S000126,2024-10-12,2024-10-22,81554.91,,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001469,S000327,2024-11-01,2024-11-19,,24361.18,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount; Missing payment_status,Nan
I0001470,S001754,2024-05-15,2024-06-28,96980.6,8143.22,Pending,,Bank Transfer,VALID,No issues detected,Pending
I0001471,S001878,2025-08-01,2025-09-15,47250.77,,Pending,,Wallet,VALID,No issues detected,Pending
I0001472,S001796,2024-03-21,2024-04-09,-46971.54,12020.09,Pending,,Bank Transfer,INVALID,Negative invoice_amount,Pending
I0001473,S001653,2024-05-29,2024-06-16,119676.18,,Pending,2024-05-25,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Pending
I0001474,S001048,2025-12-04,2025-12-18,28392.72,16988.6,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001475,S002099,2024-12-04,2024-12-14,-11687.93,-2695.07,,,Wallet,INVALID,Negative invoice_amount; Negative tax_amount; Missing payment_status,Nan
I0001476,S000243,2025-07-12,2025-07-26,-66948.78,4899.42,Failed,,Wallet,INVALID,Negative invoice_amount,Failed
I0001477,S001399,2024-02-18,2024-03-15,95808.97,2258.16,Paid,2024-03-04,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001478,S001880,2025-12-10,2026-01-05,30590.61,-3916.12,Refunded,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0001479,S001297,2025-02-13,2025-03-20,37875.31,19854.5,,,Wallet,SUSPICIOUS,Missing payment_status,Nan
I0001480,S002054,2025-08-06,2025-07-31,4458.36,798.29,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001481,S000752,2024-07-31,2024-09-04,57050.92,18532.26,,2024-10-05,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001482,S000247,2024-05-24,2024-06-02,,14115.43,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount; Missing payment_status,Nan
,S001313,2025-02-06,2025-02-28,83632.65,22380.33,Failed,,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Failed
I0001484,S000073,2025-06-09,2025-07-08,116718.55,21858.87,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001485,S001333,2024-05-18,2024-07-02,86174.8,20106.99,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001486,S001596,2025-04-11,2025-04-18,54517.32,20748.5,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001487,S000155,2025-05-08,2025-06-10,93481.39,19032.73,Refunded,,Wallet,VALID,No issues detected,Refunded
I0001488,S001945,2024-03-02,2024-02-26,79749.15,-128.87,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0001489,S001657,2024-12-06,2024-12-14,84676.26,21676.37,Refunded,,Card,VALID,No issues detected,Refunded
I0001490,S000881,2025-08-13,2025-09-23,13472.68,17263.54,Pending,,Bank Transfer,VALID,No issues detected,Pending
I0001491,S002039,2025-04-13,2025-04-05,,5186.65,Refunded,,UPI,SUSPICIOUS,Missing invoice_amount,Refunded
I0001492,S002202,2024-08-16,2024-09-01,36683.27,8243.91,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001493,S001779,2025-06-27,2025-07-08,2033.61,3691.32,Refunded,,,VALID,No issues detected,Refunded
I0001494,S000197,2024-04-04,2024-03-30,54708.6,5316.9,Pending,2024-04-01,Bank Transfer,INVALID,Payment date earlier than invoice date,Pending
I0001495,S000841,2025-09-02,2025-09-21,41893.54,20699.09,Paid,2025-10-05,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001496,S000005,2026-01-19,2026-02-15,28968.47,-885.8,Paid,2026-02-14,Bank Transfer,INVALID,Negative tax_amount,Paid
I0001497,S000554,2025-06-07,2025-07-13,60975.28,1379.28,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001498,S001229,2024-08-25,2024-08-14,67414.49,10970.14,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001499,S000963,2026-01-30,2026-03-14,16017.66,23816.16,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001500,S000226,2025-10-26,2025-11-09,-37863.19,478.72,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Refunded
I0001501,S000837,2025-08-31,2025-09-27,,19523.05,Pending,2025-10-04,Card,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Pending
I0001502,S001688,2024-01-16,2024-02-19,21130.72,17413.76,Paid,2024-03-20,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001503,S001417,2025-06-14,2025-06-28,81248.59,15285.63,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001504,S000535,2024-08-17,2024-08-25,69032.54,,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
,S000758,2024-10-14,2024-10-08,53355.07,7520.46,Refunded,,Wallet,INVALID,Missing invoice_id,Refunded
I0001506,S000300,2024-09-06,2024-10-16,49746.62,9263.14,Pending,2024-09-16,Wallet,VALID,No issues detected,Pending
I0001507,S000038,2025-02-10,2025-03-07,81271.59,15154.65,Failed,,,VALID,No issues detected,Failed
I0001508,S000541,2024-05-02,2024-05-29,65571.44,-3799.18,Paid,2024-05-02,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
I0001509,S000898,2024-07-14,2024-08-27,93166.5,534.41,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001510,S000367,2025-05-06,2025-05-14,61982.82,-4221.78,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0001511,S001857,2025-11-28,2025-12-13,,19857.02,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Pending
I0001512,S000663,2025-05-27,2025-06-14,40382.91,17314.3,,2025-07-09,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001513,S002036,2025-11-21,2025-11-30,110236.16,9761.66,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001514,S002024,2024-02-29,2024-03-30,100083.94,11675.89,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001515,S001085,2025-09-02,2025-09-22,1129.18,9234.65,Pending,,Bank Transfer,VALID,No issues detected,Pending
I0001516,S001498,2024-11-10,2024-12-22,86850.83,15308.78,Failed,,Wallet,VALID,No issues detected,Failed
I0001517,S001107,2025-07-05,2025-07-17,24427.89,7423.04,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001518,S001068,2025-02-07,2025-03-02,88758.0,23244.13,Failed,,UPI,VALID,No issues detected,Failed
I0001519,S001806,2024-06-09,2024-07-22,66947.02,13175.41,Failed,,Card,VALID,No issues detected,Failed
,S001877,2025-02-19,2025-04-02,17098.45,6855.51,Pending,,,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Pending
I0001521,S001487,2024-11-14,2024-12-29,117285.55,22453.79,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001522,S000425,2024-07-13,2024-08-27,36213.22,23992.69,Failed,,UPI,VALID,No issues detected,Failed
I0001523,S001685,2025-05-07,2025-06-10,88548.28,-4353.34,Paid,2025-04-30,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Payment date earlier than invoice date,Paid
I0001524,S000471,2024-11-01,2024-11-22,25012.19,,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001525,S000758,2025-09-20,2025-10-06,105673.55,9952.61,Paid,2025-11-03,UPI,VALID,No issues detected,Paid
I0001526,S001984,2024-11-19,2024-12-12,-32488.82,10765.76,Failed,,Bank Transfer,INVALID,Negative invoice_amount,Failed
I0001527,S000295,2025-03-15,2025-03-06,25759.4,9096.71,Paid,2025-03-16,,VALID,No issues detected,Paid
I0001528,S001870,2025-10-24,2025-10-12,109198.37,17897.19,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0001529,S000351,2025-07-30,2025-09-07,52679.09,14546.45,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
,S002172,2024-05-29,2024-07-04,77563.14,,Pending,,UPI,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Pending
I0001531,S000805,2025-12-07,2025-11-23,73648.81,23047.16,Pending,,Wallet,VALID,No issues detected,Pending
I0001532,S001018,2025-06-18,2025-06-26,,1947.51,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount; Missing payment_status,Nan
I0001533,S000830,2025-07-05,2025-07-15,22320.49,6892.47,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001534,S001514,2025-07-12,2025-08-23,43822.13,22492.47,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001535,S001591,2025-01-06,2025-01-23,53377.88,12630.91,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001536,S001586,2025-04-19,2025-05-12,,14690.15,Pending,,,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Pending
I0001537,S001034,2025-12-23,2026-01-03,87174.28,-1240.24,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0001538,S001376,2025-06-03,2025-06-12,9244.17,11299.18,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
,S001014,2025-08-13,2025-08-27,11513.33,3693.96,Pending,,Bank Transfer,INVALID,Missing invoice_id,Pending
I0001540,S000042,2024-01-09,2024-01-23,,11554.32,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Pending
I0001541,S001086,2024-09-21,2024-10-04,118733.59,12112.98,Paid,2024-10-07,Wallet,VALID,No issues detected,Paid
I0001542,S001777,2024-11-24,2024-12-13,46507.85,-2057.71,Failed,,Card,INVALID,Negative tax_amount,Failed
I0001543,S000814,2024-09-16,2024-09-30,24561.76,4843.61,Pending,2024-10-22,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001544,S000007,2025-05-03,2025-05-25,59427.3,-257.51,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0001545,S000286,2025-06-09,2025-07-24,8270.9,9455.96,Failed,,Bank Transfer,VALID,No issues detected,Failed
I0001546,S001463,2024-01-26,2024-02-11,63994.39,16422.12,Paid,2024-02-28,,VALID,No issues detected,Paid
I0001547,S000133,2025-08-14,2025-09-17,26373.11,2691.72,Failed,,Wallet,VALID,No issues detected,Failed
I0001548,S001186,2026-01-17,2026-02-11,29875.94,828.69,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001549,S000624,2024-11-06,2024-12-10,115077.99,11314.77,Refunded,2025-01-24,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001550,S000707,2025-12-09,2025-12-23,30230.25,11687.18,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001551,S001891,2025-02-20,2025-02-07,4358.15,5081.7,Failed,,UPI,VALID,No issues detected,Failed
I0001552,S001726,2024-08-06,2024-09-08,20218.37,22264.33,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001553,S001125,2025-10-07,2025-10-19,56818.13,5533.08,Refunded,,Card,VALID,No issues detected,Refunded
I0001554,S001648,2025-07-01,2025-07-31,,21954.41,Paid,2025-08-28,,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Paid
I0001555,S000782,2025-04-27,2025-05-24,26947.54,271.37,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0001556,S001248,2025-04-19,2025-06-03,31762.67,16643.41,Pending,,Wallet,VALID,No issues detected,Pending
,S001282,2024-08-23,2024-10-01,63495.12,,Refunded,2024-10-14,,INVALID,Missing invoice_id,Refunded
I0001558,S000096,2024-09-11,2024-09-28,15876.01,21524.33,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001559,S001841,2024-12-05,2025-01-15,-91339.54,365.77,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Failed
I0001560,S001108,2024-06-14,2024-07-03,105000.3,5461.07,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001561,S002020,2025-12-11,2026-01-24,69551.79,6698.68,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001562,S002119,2024-09-19,2024-10-15,75209.9,14069.13,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001563,S000042,2024-02-28,2024-03-10,97886.57,20341.43,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001564,S000921,2025-01-30,2025-02-22,39117.01,10668.11,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001565,S001513,2025-08-31,2025-09-16,7767.94,-957.45,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0001566,S001177,2024-09-29,2024-10-07,115635.92,19733.45,Paid,2024-11-02,UPI,VALID,No issues detected,Paid
I0001567,S001052,2025-06-04,2025-07-06,72780.33,-1274.78,Failed,,,INVALID,Negative tax_amount,Failed
I0001568,S001702,2025-01-14,2025-02-22,87518.68,4272.23,Paid,2025-01-12,Card,INVALID,Payment date earlier than invoice date,Paid
I0001569,S001676,2026-01-20,2026-01-28,86206.1,20234.52,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001570,S000181,2024-09-21,2024-10-08,-50948.35,11637.26,Refunded,2024-11-23,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Refunded
I0001571,S000703,2025-08-28,2025-10-05,96088.43,23355.29,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
,S000533,2025-02-27,2025-04-06,11125.06,23050.65,Pending,,Wallet,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Pending
I0001573,S001133,2024-03-26,2024-05-08,49058.69,24735.19,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001574,S000364,2024-07-31,2024-08-23,24800.89,,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001575,S000536,2026-01-23,2026-02-09,7242.69,17523.53,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001576,S001485,2026-01-13,2026-02-15,47889.32,23182.98,Refunded,2026-01-30,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001577,S000552,2025-07-26,2025-08-04,26096.1,24932.76,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001578,S002276,2024-05-03,2024-06-13,77444.11,17547.11,Paid,2024-05-14,Card,VALID,No issues detected,Paid
I0001579,S002350,2024-05-04,2024-05-15,39277.28,12810.03,Pending,,Card,VALID,No issues detected,Pending
I0001580,S001435,2025-03-09,2025-04-12,643.92,10508.11,Paid,2025-03-26,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001581,S001485,2024-05-12,2024-05-24,14040.01,14782.55,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001582,S001229,2025-02-17,2025-03-07,34324.4,-1799.41,Paid,2025-03-05,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
I0001583,S000993,2024-11-06,2024-12-09,1871.85,6907.8,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001584,S001031,2025-02-01,2025-03-13,31437.85,21393.27,Failed,,UPI,VALID,No issues detected,Failed
I0001585,S001348,2025-12-15,2025-12-09,71670.0,14712.86,Pending,,Card,VALID,No issues detected,Pending
,S000708,2026-01-28,2026-03-12,82379.39,-3941.81,Pending,2026-03-28,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001587,S001132,2025-02-11,2025-03-24,10238.71,20718.78,Pending,,UPI,VALID,No issues detected,Pending
I0001588,S001497,2025-08-31,2025-09-28,12270.58,-4911.54,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0001589,S001440,2025-09-26,2025-10-15,1728.55,13965.22,Paid,2025-10-29,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001590,S001496,2025-05-27,2025-06-30,409.4,14265.04,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001591,S001877,2025-07-26,2025-08-23,19387.29,18100.81,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001592,S000958,2024-06-20,2024-07-24,90089.66,9863.56,Paid,2024-07-21,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001593,S001687,2025-07-10,2025-08-03,52936.25,3976.22,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001594,S000082,2024-08-23,2024-09-17,19194.01,-4412.58,Pending,,Bank Transfer,INVALID,Negative tax_amount,Pending
I0001595,S000707,2025-09-20,2025-11-02,40404.95,22902.86,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001596,S001730,2024-03-25,2024-04-09,118613.18,12125.5,Failed,2024-05-17,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001597,S001885,2025-05-30,2025-06-16,15913.33,,Paid,2025-08-02,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001598,S002299,2024-05-01,2024-06-06,40530.82,9966.15,Refunded,,Card,VALID,No issues detected,Refunded
I0001599,S000542,2025-04-08,2025-05-09,78206.18,,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001600,S001296,2025-05-27,2025-06-23,77735.15,8265.71,Pending,2025-06-24,,VALID,No issues detected,Pending
I0001601,S001651,2025-07-03,2025-07-10,32687.66,12803.46,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001602,S001462,2024-03-25,2024-04-26,80296.75,11056.37,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0001603,S000444,2024-10-16,2024-10-26,78926.75,17317.59,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001604,S001116,2025-11-07,2025-12-09,58350.98,-4887.82,Paid,2026-01-11,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
I0001605,S002127,2025-02-19,2025-03-17,42359.19,2195.53,Paid,2025-03-22,,VALID,No issues detected,Paid
,S000971,2025-02-03,2025-02-18,97140.24,2965.62,Pending,2025-03-16,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Pending
I0001607,S001608,2024-03-20,2024-04-14,108709.55,1230.12,Paid,2024-05-24,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001608,S001924,2025-05-26,2025-07-02,115114.93,18536.43,Paid,2025-07-29,Card,VALID,No issues detected,Paid
I0001609,S001015,2024-03-16,2024-03-24,108841.29,2210.1,Paid,2024-04-02,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001610,S000990,2024-09-07,2024-10-15,,,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Pending
I0001611,S000139,2024-04-17,2024-06-01,1781.45,-2701.31,Pending,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001612,S001293,2025-07-14,2025-08-28,83683.81,22813.51,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001613,S002042,2024-07-16,2024-08-24,3813.5,5301.75,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001614,S001180,2024-02-26,2024-03-31,-56258.48,7280.61,Pending,2024-04-23,Bank Transfer,INVALID,Negative invoice_amount,Pending
I0001615,S001176,2025-05-30,2025-07-01,115433.95,,,2025-08-13,Card,SUSPICIOUS,Missing payment_status,Nan
I0001616,S000606,2024-12-04,2025-01-13,116890.85,11687.61,,2025-01-09,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001617,S000849,2024-06-12,2024-06-02,3651.85,17762.59,Failed,2024-08-30,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001618,S001646,2024-03-11,2024-03-18,39861.52,-4014.76,,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0001619,S002243,2024-05-13,2024-06-07,22771.93,-4854.71,Refunded,,Card,INVALID,Negative tax_amount,Refunded
I0001620,S001017,2024-10-27,2024-12-11,89967.09,-2128.87,,2024-11-22,UPI,INVALID,Negative tax_amount; Missing payment_status,Nan
I0001621,S000415,2025-11-09,2025-12-13,23624.09,-3972.06,Paid,2025-12-15,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
,S001077,2025-05-16,2025-06-07,87502.27,5125.29,Paid,2025-06-26,UPI,INVALID,Missing invoice_id,Paid
I0001623,S000341,2024-05-28,2024-07-09,96007.17,8216.32,Paid,2024-07-05,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001624,S000160,2025-01-01,2025-01-08,58412.12,17158.0,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001625,S000440,2025-01-16,2025-02-08,41038.56,2548.15,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
,S001203,2024-11-01,2024-11-21,43788.66,-4668.57,Pending,,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001627,S002277,2024-03-16,2024-04-01,22566.37,9599.5,Failed,2024-05-19,,VALID,No issues detected,Failed
I0001628,S000622,2024-03-12,2024-04-23,73805.2,3225.65,Pending,,Wallet,VALID,No issues detected,Pending
I0001629,S001123,2024-05-25,2024-06-20,90613.34,10400.0,Failed,,Wallet,VALID,No issues detected,Failed
I0001630,S000843,2025-09-10,2025-10-22,76443.93,-1887.53,Pending,2025-11-03,,INVALID,Negative tax_amount,Pending
I0001631,S001490,2024-03-23,2024-04-11,20884.86,22275.86,Paid,2024-04-29,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001632,S001996,2025-09-22,2025-11-03,53381.34,-2255.83,Refunded,2025-11-15,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0001633,S000179,2025-07-14,2025-08-22,115683.13,2927.11,Pending,2025-07-07,Wallet,INVALID,Payment date earlier than invoice date,Pending
I0001634,S001115,2024-08-22,2024-10-01,58107.31,16678.71,Paid,2024-08-24,,VALID,No issues detected,Paid
I0001635,S002261,2025-06-11,2025-06-26,48993.77,-3492.8,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001636,S001387,2024-11-09,2024-11-17,100917.03,-894.96,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0001637,S000317,2025-11-12,2025-11-25,42256.97,6373.63,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001638,S000138,2025-03-24,2025-04-05,,539.86,,,Wallet,SUSPICIOUS,Missing invoice_amount; Missing payment_status,Nan
I0001639,S000852,2024-11-18,2024-12-25,93967.06,-4155.01,Refunded,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0001640,S001453,2024-04-10,2024-05-12,-119027.43,7286.94,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Pending
I0001641,S002012,2024-03-09,2024-04-05,64395.85,8043.43,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
,S001058,2025-12-16,2025-12-24,44303.74,19846.73,Paid,2026-02-10,,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Paid
I0001643,S000804,2025-11-17,2025-11-24,84038.53,-3604.08,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0001644,S000336,2024-02-22,2024-03-11,39416.32,4949.39,Pending,,UPI,VALID,No issues detected,Pending
I0001645,S001797,2024-05-25,2024-07-02,93057.99,17039.05,Paid,2024-07-01,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001646,S000351,2025-01-26,2025-03-05,18712.06,10303.66,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0001647,S001682,2025-04-03,2025-05-05,,-932.95,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing invoice_amount,Pending
I0001648,S000396,2025-04-03,2025-05-18,99278.37,10025.31,Pending,,,VALID,No issues detected,Pending
I0001649,S001639,2024-10-16,2024-11-06,33634.45,-4278.79,,,Wallet,INVALID,Negative tax_amount; Missing payment_status,Nan
I0001650,S000452,2024-09-14,2024-09-26,90944.2,8507.5,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0001651,S002374,2025-04-09,2025-05-04,40922.14,1925.01,Paid,2025-05-22,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0001652,S002240,2025-06-15,2025-07-07,76393.49,21316.28,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001653,S001565,2024-07-03,2024-07-29,42986.61,6224.25,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0001654,S001436,2024-04-08,2024-05-16,19105.43,12988.78,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0001655,S001657,2025-03-03,2025-03-15,17229.17,23629.3,Paid,2025-03-24,Wallet,VALID,No issues detected,Paid
I0001656,S002123,2025-04-14,2025-05-24,22470.4,3226.85,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
