customer_id,MRR,effective_monthly_revenue,payment_failure_rate,usage_intensity_score,support_escalation_rate,average_csat,renewal_risk_score,region,plan_name,sales_channel,subscription_status_norm,customer_health_score,risk_category
C01193,0.0,93047.12,0.0,80.31,0.0,2.9705882352941178,70.0,East,Enterprise,Website,Expired,70.97,Healthy
C01194,0.0,88418.62,0.0,0.0,1.0,3.0,40.0,North,,,Active,50.82,Watchlist
C01195,0.0,0.0,0.0,26.62,0.0,2.9705882352941178,40.0,Central,Enterprise,Marketplace,Trial,65.05,Watchlist
C01196,0.0,0.0,0.5,44.58,0.0,2.9705882352941178,25.0,,Growth,Partner,Trial,60.79,Watchlist
C01199,0.0,0.0,0.0,42.62,0.0,2.9705882352941178,40.0,,Pro,Marketplace,Trial,69.05,Watchlist
C01201,0.0,0.0,0.0,28.62,0.0,2.9705882352941178,0.0,,Pro,Marketplace,Trial,75.55,Healthy
C01207,0.0,0.0,0.0,59.43,0.0,5.0,75.0,East,,Partner,Cancelled,70.83,Healthy
C01208,0.0,0.0,1.0,65.29,0.0,4.0,75.0,West,Growth,Inside Sales,Expired,46.7,Watchlist
C01210,0.0,108158.52,0.3333333333333333,0.0,0.0,2.9705882352941178,40.0,East,Enterprise,Partner,Nan,50.06,Watchlist
C01211,0.0,0.0,0.0,51.2,0.0,2.9705882352941178,40.0,South,Basic,Partner,Nan,71.2,Healthy
C01215,24721.732799999998,0.0,0.5,59.39,0.0,2.9705882352941178,0.0,East,Enterprise,Website,Active,70.74,Healthy
C01217,0.0,0.0,1.0,82.17,0.0,2.9705882352941178,40.0,West,Pro,Partner,Nan,53.94,Watchlist
C01222,0.0,0.0,0.0,40.38,0.0,2.9705882352941178,100.0,Central,Enterprise,Marketplace,Expired,53.49,Watchlist
C01226,0.0,0.0,0.3333333333333333,60.84,1.0,2.0,40.0,South,Basic,Website,Nan,47.8,Watchlist
C01229,0.0,0.0,0.0,47.44,0.0,2.9705882352941178,0.0,East,,Marketplace,Trial,80.26,Healthy
C01231,0.0,0.0,0.0,24.3,1.0,5.0,70.0,East,Pro,Partner,Expired,50.8,Watchlist
C01234,0.0,0.0,0.0,43.62,0.0,2.9705882352941178,40.0,South,Enterprise,Inside Sales,Nan,69.3,Watchlist
C01235,0.0,0.0,0.0,55.22,0.0,2.9705882352941178,75.0,East,Enterprise,Website,Cancelled,63.45,Watchlist
C01237,0.0,59787.285,0.3333333333333333,0.0,0.0,2.9705882352941178,57.5,Central,,,Cancelled,45.69,Watchlist
C01238,0.0,0.0,0.0,49.91,0.0,2.9705882352941178,100.0,North,Enterprise,,Expired,55.87,Watchlist
C01239,0.0,0.0,0.0,52.8,0.0,2.9705882352941178,25.0,East,Enterprise,,Trial,75.35,Healthy
C01240,0.0,0.0,0.0,58.58,0.0,2.9705882352941178,40.0,,Basic,Website,Nan,73.04,Healthy
C01242,0.0,0.0,1.0,54.7,0.0,2.9705882352941178,75.0,North,Enterprise,,Expired,38.32,High Risk
C01246,0.0,0.0,0.6666666666666666,68.37,0.0,3.0,40.0,East,Pro,Marketplace,Nan,63.75,Watchlist
C01253,13469.54,0.0,1.0,31.76,0.0,2.9705882352941178,40.0,East,Basic,Partner,Active,41.34,Watchlist
C01255,0.0,0.0,0.5,45.53,0.0,2.9705882352941178,15.0,,Basic,,Trial,63.53,Watchlist
C01257,0.0,0.0,0.0,59.42,0.0,2.9705882352941178,15.0,,,,Active,79.5,Healthy
C01258,0.0,0.0,1.0,45.15,0.0,5.0,75.0,North,Enterprise,Inside Sales,Expired,42.26,Watchlist
C01259,0.0,0.0,0.0,44.11,0.0,2.9705882352941178,40.0,North,Growth,Partner,Nan,69.42,Watchlist
C01265,0.0,0.0,0.0,47.42,0.0,2.9705882352941178,40.0,East,Enterprise,Partner,Nan,70.25,Healthy
C01268,28977.72,0.0,1.0,49.01,0.0,3.0,40.0,West,Enterprise,,Active,50.57,Watchlist
C01277,0.0,0.0,0.3333333333333333,43.28,0.0,2.9705882352941178,100.0,North,Growth,Inside Sales,Expired,45.88,Watchlist
C01279,0.0,0.0,0.0,45.54,0.0,2.9705882352941178,15.0,South,Enterprise,Inside Sales,Trial,76.03,Healthy
C01284,0.0,0.0,0.0,70.82,0.0,3.0,40.0,,,Marketplace,Nan,81.03,Healthy
C01285,0.0,0.0,0.0,36.92,0.0,2.9705882352941178,40.0,,Enterprise,Inside Sales,Nan,67.63,Watchlist
C01286,0.0,0.0,0.0,55.59,0.0,2.9705882352941178,75.0,Central,Growth,Inside Sales,Expired,63.54,Watchlist
C01287,0.0,0.0,0.0,35.26,0.0,1.0,75.0,Central,Growth,Inside Sales,Expired,52.86,Watchlist
C01288,0.0,0.0,1.0,67.25,0.0,2.9705882352941178,0.0,North,Enterprise,,Trial,60.21,Watchlist
C01289,0.0,0.0,0.0,49.88,0.0,2.9705882352941178,100.0,Central,,Inside Sales,Cancelled,55.87,Watchlist
C01293,0.0,0.0,1.0,48.63,0.0,5.0,100.0,Central,Basic,Website,Expired,36.88,High Risk
C01294,0.0,57760.21,0.0,62.8,0.0,2.9705882352941178,40.0,Central,Pro,,Nan,74.1,Healthy
C01297,0.0,0.0,0.0,58.97,0.0,2.9705882352941178,40.0,West,Growth,Website,Trial,73.14,Healthy
C01299,0.0,113983.27,0.0,18.42,0.0,2.9705882352941178,75.0,South,Basic,Partner,Expired,54.25,Watchlist
C01300,0.0,0.0,0.0,60.78,0.0,2.0,40.0,North,Enterprise,Inside Sales,Nan,68.62,Watchlist
C01301,0.0,0.0,0.0,49.0,0.0,4.0,40.0,South,,Website,Nan,76.38,Healthy
C01302,28148.14,86908.76,0.0,40.31,0.0,2.9705882352941178,70.0,West,,Inside Sales,Cancelled,60.97,Watchlist
C01303,0.0,0.0,0.0,44.6,1.0,3.0,0.0,South,Pro,Website,Trial,71.97,Healthy
C01308,0.0,0.0,0.5,52.21,0.0,2.9705882352941178,100.0,East,Basic,Website,Cancelled,43.95,Watchlist
C01312,0.0,0.0,0.0,32.38,0.0,1.0,40.0,North,Pro,Inside Sales,Nan,60.89,Watchlist
C01313,0.0,55387.85,0.0,35.17,0.0,2.9705882352941178,85.0,East,Enterprise,Marketplace,Cancelled,55.94,Watchlist
C01315,0.0,0.0,0.6666666666666666,0.0,0.0,4.0,100.0,Central,Pro,Inside Sales,Expired,32.46,High Risk
C01318,49657.50749999999,0.0,0.0,70.08,0.0,5.0,57.5,North,Pro,Partner,Cancelled,77.87,Healthy
C01319,40533.4774,16823.47,0.0,43.82,0.0,2.9705882352941178,51.67,South,Enterprise,Inside Sales,Active,66.43,Watchlist
C01322,0.0,0.0,0.0,45.44,1.0,3.0,100.0,North,Enterprise,Partner,Cancelled,47.18,Watchlist
C01324,0.0,26535.32,0.0,0.0,0.0,2.9705882352941178,100.0,Central,,Inside Sales,Expired,43.4,Watchlist
C01325,0.0,0.0,0.0,64.5,1.0,2.9705882352941178,40.0,West,Growth,Inside Sales,Nan,62.02,Watchlist
C01326,0.0,0.0,0.0,49.53,0.0,2.9705882352941178,15.0,,Enterprise,Inside Sales,Nan,77.03,Healthy
C01333,0.0,0.0,0.0,77.03,0.0,2.9705882352941178,0.0,West,Basic,Marketplace,Trial,87.65,Healthy
C01334,0.0,0.0,0.0,50.71,0.0,2.9705882352941178,100.0,North,Basic,,Cancelled,56.07,Watchlist
C01335,0.0,0.0,0.0,53.83,0.0,2.9705882352941178,100.0,West,Growth,Inside Sales,Cancelled,56.85,Watchlist
C01336,0.0,0.0,0.0,35.18,0.0,2.9705882352941178,15.0,Central,Basic,Partner,Nan,73.44,Healthy
C01337,0.0,0.0,0.0,48.14,0.0,3.0,25.0,Central,,Marketplace,Nan,79.11,Healthy
C01340,4926.9,0.0,0.5,26.01,0.0,2.9705882352941178,15.0,West,Pro,,Active,58.65,Watchlist
C01342,0.0,0.0,0.0,52.88,0.0,2.9705882352941178,15.0,,Enterprise,Partner,Nan,77.87,Healthy
C01347,47753.8,0.0,0.0,58.15,0.0,3.0,40.0,North,Growth,Inside Sales,Active,77.86,Healthy
C01348,0.0,115114.93,0.0,51.48,0.0,2.9705882352941178,15.0,Central,Pro,Inside Sales,Nan,77.52,Healthy
C01350,0.0,0.0,1.0,52.92,0.0,5.0,70.0,East,,Partner,Nan,45.45,Watchlist
C01353,0.0,0.0,0.0,52.21,0.0,2.9705882352941178,40.0,North,Growth,Website,Nan,71.45,Healthy
C01355,0.0,0.0,0.0,47.0,0.0,2.9705882352941178,15.0,East,Pro,,Trial,76.4,Healthy
C01356,0.0,0.0,0.3333333333333333,0.0,0.0,2.9705882352941178,15.0,North,Basic,Inside Sales,Trial,56.31,Watchlist
C01357,0.0,0.0,0.0,58.7,0.0,2.9705882352941178,75.0,Central,Growth,Inside Sales,Cancelled,64.32,Watchlist
C01362,0.0,0.0,0.0,34.65,0.0,2.9705882352941178,40.0,South,,Partner,Nan,67.06,Watchlist
C01363,77505.11,0.0,0.0,0.0,0.0,4.0,15.0,Central,,,Active,70.38,Healthy
C01365,29409.45,0.0,0.0,40.8,0.0,2.9705882352941178,27.5,,Pro,Inside Sales,Active,71.72,Healthy
C01367,16397.28,0.0,0.0,49.61,0.0,2.9705882352941178,15.0,,,,Active,77.05,Healthy
C01371,61767.16,0.0,0.0,21.71,0.0,3.0,15.0,,Pro,Inside Sales,Active,75.0,Healthy
C01374,0.0,0.0,0.0,38.33,0.0,1.0,100.0,Central,Growth,,Expired,47.38,Watchlist
C01377,0.0,0.0,0.0,32.3,0.0,5.0,25.0,West,,,Nan,76.55,Healthy
C01378,60751.02,0.0,0.0,16.64,0.0,2.9705882352941178,40.0,West,Growth,Partner,Active,62.56,Watchlist
C01387,0.0,90766.32,0.25,49.1,0.0,2.9705882352941178,57.5,,Pro,Inside Sales,Expired,60.05,Watchlist
C01388,0.0,0.0,0.0,63.21,0.0,2.9705882352941178,15.0,East,Enterprise,,Trial,80.45,Healthy
C01389,0.0,0.0,0.0,57.34,0.0,2.0,40.0,South,,Marketplace,Nan,67.76,Watchlist
C01392,0.0,0.0,0.0,54.51,0.0,2.9705882352941178,100.0,East,Basic,Inside Sales,Cancelled,57.02,Watchlist
C01395,0.0,109121.62,0.5,49.76,0.0,2.9705882352941178,75.0,Central,Pro,Marketplace,Cancelled,49.59,Watchlist
C01396,77959.47,0.0,0.3333333333333333,47.22,0.0,2.9705882352941178,60.0,,Pro,Website,Nan,56.87,Watchlist
C01398,0.0,0.0,0.0,44.54,0.0,2.9705882352941178,75.0,West,Enterprise,Partner,Cancelled,60.78,Watchlist
C01400,0.0,32140.32,0.0,39.29,0.5,2.5,25.0,Central,,Inside Sales,Nan,61.15,Watchlist
C01403,0.0,67075.21,0.14285714285714285,48.6,0.0,2.9705882352941178,45.0,South,Growth,Website,Expired,65.72,Watchlist
C01407,0.0,0.0,1.0,0.0,0.0,2.9705882352941178,40.0,South,Pro,Marketplace,Trial,33.4,High Risk
C01409,0.0,0.0,0.0,59.33,0.0,2.9705882352941178,85.0,East,Growth,Inside Sales,Cancelled,61.98,Watchlist
C01415,0.0,0.0,1.0,55.89,1.0,5.0,100.0,,,Website,Expired,26.2,High Risk
C01418,0.0,0.0,0.6,30.37,0.0,3.5,51.67,,Enterprise,Marketplace,Cancelled,53.46,Watchlist
C01421,0.0,0.0,0.0,91.67,0.0,2.9705882352941178,27.5,West,Basic,,Trial,84.44,Healthy
C01424,0.0,0.0,0.0,62.67,0.0,2.9705882352941178,40.0,,Basic,Website,Nan,74.06,Healthy
C01425,0.0,95937.96,0.0,47.99,0.0,5.0,60.0,East,Growth,Inside Sales,Expired,71.72,Healthy
C01426,0.0,0.0,0.0,36.13,0.0,2.9705882352941178,100.0,West,,Partner,Cancelled,52.43,Watchlist
C01428,0.0,0.0,0.0,61.35,0.0,5.0,40.0,South,Pro,,Trial,80.06,Healthy
C01429,0.0,98608.96,0.0,56.04,0.0,2.9705882352941178,15.0,Central,Basic,,Nan,78.66,Healthy
C01432,0.0,0.0,0.5,0.0,0.0,2.9705882352941178,100.0,East,Pro,Website,Cancelled,30.9,High Risk
C01434,62320.88,0.0,0.0,39.74,0.0,2.0,40.0,,Enterprise,Marketplace,Active,63.36,Watchlist
C01438,16067.37,0.0,0.0,64.91,0.0,2.9705882352941178,0.0,East,Pro,Marketplace,Active,84.62,Healthy
C01441,0.0,0.0,1.0,54.94,0.0,2.9705882352941178,40.0,,Enterprise,Partner,Trial,47.13,Watchlist
C01442,3490.71,0.0,1.0,28.6,0.0,2.9705882352941178,40.0,West,Pro,Website,Active,40.55,Watchlist
C01444,0.0,88189.82,0.0,51.78,0.0,2.9705882352941178,40.0,,Enterprise,Website,Active,71.34,Healthy
C01446,63050.53,0.0,0.0,61.54,0.0,4.0,15.0,West,Growth,,Active,85.76,Healthy
C01448,70752.9388,0.0,0.0,78.23,0.0,2.9705882352941178,31.67,South,Enterprise,Marketplace,Active,80.04,Healthy
C01449,0.0,0.0,0.0,39.76,0.0,2.9705882352941178,15.0,Central,Pro,Marketplace,Active,74.59,Healthy
C01453,0.0,0.0,0.0,15.98,0.0,2.9705882352941178,27.5,,Growth,,Nan,65.52,Watchlist
C01454,0.0,0.0,0.0,66.94,0.0,2.9705882352941178,100.0,,Enterprise,Marketplace,Expired,60.13,Watchlist
C01455,0.0,0.0,0.0,50.05,0.0,2.9705882352941178,25.0,West,Pro,Marketplace,Nan,74.66,Healthy
C01456,0.0,118733.59,0.0,52.02,0.0,2.9705882352941178,40.0,East,Enterprise,Inside Sales,Nan,71.4,Healthy
C01458,0.0,43799.565,0.125,21.42,0.0,4.0,27.5,,Basic,Marketplace,Nan,69.48,Watchlist
C01459,34266.2806,0.0,0.0,61.18,0.0,2.9705882352941178,40.0,North,Growth,Inside Sales,Active,73.69,Healthy
C01460,0.0,0.0,0.0,53.41,0.0,2.9705882352941178,40.0,North,,Website,Nan,71.75,Healthy
C01462,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,87.5,West,Basic,,Cancelled,46.52,Watchlist
C01463,0.0,0.0,0.3333333333333333,63.95,0.0,2.9705882352941178,15.0,North,Growth,Website,Nan,72.3,Healthy
C01464,13917.57,0.0,0.0,51.62,0.0,5.0,40.0,North,Growth,Inside Sales,Trial,77.63,Healthy
C01467,0.0,37177.82,0.0,48.26,0.0,2.9705882352941178,40.0,South,,Marketplace,Trial,70.46,Healthy
C01470,0.0,0.0,0.5,56.22,0.0,2.9705882352941178,40.0,East,Enterprise,Inside Sales,Nan,59.95,Watchlist
C01473,26449.1675,38165.085,0.0,62.15,0.0,2.9705882352941178,57.5,North,Growth,,Active,69.56,Watchlist
C01475,0.0,74243.84,0.0,53.35,0.0,2.9705882352941178,75.0,East,Growth,Marketplace,Cancelled,62.98,Watchlist
C01476,0.0,0.0,1.0,65.17,0.0,2.9705882352941178,40.0,East,Enterprise,Website,Trial,49.69,Watchlist
C01477,0.0,0.0,0.0,47.82,1.0,1.0,100.0,Central,Enterprise,Partner,Expired,37.25,High Risk
C01481,0.0,0.0,0.0,41.49,0.0,2.9705882352941178,100.0,East,,Inside Sales,Cancelled,53.77,Watchlist
C01482,8627.64,0.0,0.5,52.4,1.0,2.0,40.0,South,,Website,Active,41.53,Watchlist
C01484,0.0,0.0,0.0,0.0,0.0,5.0,70.0,,Growth,Website,Nan,57.22,Watchlist
C01489,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,40.0,East,Enterprise,Website,Nan,58.4,Watchlist
C01491,3181.73,0.0,0.0,0.0,0.0,2.0,25.0,,Enterprise,Partner,Active,57.18,Watchlist
C01493,0.0,0.0,0.0,40.55,0.0,2.9705882352941178,85.0,,Basic,,Cancelled,57.28,Watchlist
C01494,0.0,113806.89,0.0,44.78,0.0,2.9705882352941178,15.0,Central,Pro,Partner,Nan,75.84,Healthy
C01495,4071.4145999999996,74937.89,0.6666666666666666,64.15,0.0,2.9705882352941178,40.0,West,Pro,Website,Active,57.77,Watchlist
C01497,0.0,16070.2,0.0,50.8,0.0,2.0,75.0,Central,Basic,Partner,Expired,57.38,Watchlist
C01498,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,40.0,East,Growth,,Trial,58.4,Watchlist
C01500,5961.137600000001,0.0,0.0,56.27,0.0,2.9705882352941178,40.0,West,Basic,Inside Sales,Active,72.46,Healthy
C01504,0.0,0.0,0.0,46.1,0.0,2.9705882352941178,40.0,,Growth,,Active,69.92,Watchlist
C01505,24804.981,0.0,0.0,65.54,0.0,2.9705882352941178,70.0,North,Basic,Inside Sales,Cancelled,67.28,Watchlist
C01507,0.0,0.0,0.0,51.89,0.0,2.9705882352941178,100.0,West,Pro,Marketplace,Expired,56.37,Watchlist
C01509,0.0,0.0,0.0,61.28,0.0,2.9705882352941178,100.0,West,Pro,Website,Expired,58.72,Watchlist
C01510,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,85.0,Central,Basic,,Cancelled,47.15,Watchlist
C01511,15326.550399999998,0.0,1.0,54.87,0.0,2.9705882352941178,40.0,South,Pro,,Active,47.11,Watchlist
C01512,0.0,0.0,0.0,0.0,0.0,3.0,100.0,West,Basic,Partner,Expired,48.32,Watchlist
C01513,0.0,102874.31,0.5,57.66,0.0,2.9705882352941178,57.5,East,Basic,Marketplace,Cancelled,55.94,Watchlist
C01514,6406.4874,0.0,0.0,0.0,0.0,2.9705882352941178,15.0,,Basic,,Active,64.65,Watchlist
C01515,0.0,113715.85,0.3333333333333333,57.58,0.0,2.0,75.0,East,,,Cancelled,50.74,Watchlist
C01522,0.0,0.0,0.0,38.4,0.0,5.0,40.0,West,Enterprise,Partner,Nan,74.32,Healthy
C01524,0.0,0.0,0.6666666666666666,0.0,0.0,2.9705882352941178,75.0,Central,Enterprise,Inside Sales,Expired,32.98,High Risk
C01525,19730.7024,55398.81,0.0,52.4,0.0,2.9705882352941178,25.0,East,Pro,Marketplace,Active,75.25,Healthy
C01528,0.0,0.0,0.0,43.96,0.0,2.9705882352941178,25.0,Central,Enterprise,Partner,Trial,73.14,Healthy
C01529,0.0,0.0,0.5,62.24,0.0,2.9705882352941178,100.0,North,Growth,Partner,Expired,46.46,Watchlist
C01532,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,25.0,Central,,Website,Trial,62.15,Watchlist
C01534,0.0,0.0,0.0,48.07,0.0,2.9705882352941178,100.0,South,Basic,Inside Sales,Expired,55.41,Watchlist
C01537,0.0,0.0,0.0,57.21,0.0,2.9705882352941178,75.0,West,Pro,Partner,Cancelled,63.95,Watchlist
C01539,0.0,114124.77,0.0,80.02,0.0,1.0,100.0,West,Pro,Partner,Expired,57.8,Watchlist
C01540,0.0,0.0,0.5,35.51,0.0,2.9705882352941178,85.0,Central,Growth,Inside Sales,Expired,43.52,Watchlist
C01542,0.0,0.0,0.0,38.91,0.0,2.9705882352941178,40.0,Central,Growth,Inside Sales,Trial,68.12,Watchlist
C01543,0.0,0.0,0.5,38.81,0.0,2.0,87.5,,Basic,Partner,Cancelled,38.75,High Risk
C01544,0.0,0.0,0.0,0.0,0.0,3.0,100.0,North,Basic,Website,Cancelled,48.32,Watchlist
C01551,0.0,0.0,0.0,43.65,0.0,4.0,25.0,North,,Website,Nan,78.79,Healthy
C01560,0.0,67484.32,0.0,54.85,1.0,1.0,100.0,East,Pro,Partner,Expired,39.01,High Risk
C01563,0.0,0.0,0.0,66.12,0.0,2.9705882352941178,15.0,North,,Partner,Nan,81.18,Healthy
C01564,0.0,0.0,0.0,35.62,0.0,2.9705882352941178,100.0,,Enterprise,Marketplace,Expired,52.3,Watchlist
C01565,0.0,0.0,0.0,50.48,0.0,2.9705882352941178,57.5,North,,Partner,Expired,66.64,Watchlist
C01568,0.0,0.0,1.0,52.54,0.0,2.9705882352941178,100.0,North,Growth,Inside Sales,Expired,31.53,High Risk
C01569,51611.54280000001,0.0,0.0,41.21,0.0,2.9705882352941178,27.5,South,Pro,Inside Sales,Active,71.82,Healthy
C01570,0.0,82232.87,0.0,27.08,0.0,1.0,100.0,North,Growth,Inside Sales,Expired,44.56,Watchlist
C01574,0.0,0.0,1.0,30.63,0.0,2.9705882352941178,85.0,,,Inside Sales,Expired,29.8,High Risk
C01575,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,40.0,,Basic,Website,Nan,58.4,Watchlist
C01576,0.0,38722.93,0.0,35.72,0.0,2.9705882352941178,100.0,North,Growth,Marketplace,Cancelled,52.33,Watchlist
C01577,0.0,56689.02,0.0,37.9,0.0,2.9705882352941178,40.0,North,Growth,,Trial,67.87,Watchlist
C01580,44083.12,0.0,0.0,44.23,0.0,2.9705882352941178,40.0,South,Basic,,Active,69.45,Watchlist
C01581,0.0,0.0,0.3333333333333333,44.49,0.0,4.0,40.0,South,Enterprise,Website,Trial,66.91,Watchlist
C01588,0.0,0.0,1.0,37.09,0.0,2.9705882352941178,100.0,East,,,Expired,27.67,High Risk
C01589,0.0,50102.06,0.0,57.14,0.0,2.9705882352941178,0.0,South,Pro,Partner,Nan,82.68,Healthy
C01591,19965.83,0.0,1.0,81.48,0.0,1.0,57.5,West,Basic,Partner,Expired,43.79,Watchlist
C01593,0.0,0.0,0.0,61.7,0.0,1.0,15.0,East,Enterprise,,Trial,74.47,Healthy
C01594,481.5006000000001,0.0,0.0,48.41,0.0,2.9705882352941178,40.0,Central,Enterprise,,Active,70.5,Healthy
C01597,0.0,0.0,0.5,56.53,0.3333333333333333,2.6666666666666665,40.0,North,Enterprise,,Nan,51.36,Watchlist
C01598,0.0,0.0,0.0,30.76,0.0,5.0,40.0,East,Enterprise,Partner,Nan,72.41,Healthy
C01599,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,15.0,South,,Website,Nan,64.65,Watchlist
C01601,0.0,22264.83,0.0,63.27,0.0,1.0,70.0,,Basic,,Cancelled,61.11,Watchlist
C01604,0.0,0.0,0.0,33.98,1.0,5.0,40.0,North,,Inside Sales,Nan,60.72,Watchlist
C01608,0.0,0.0,0.0,52.72,0.0,3.0,40.0,North,Basic,Inside Sales,Nan,76.5,Healthy
C01610,0.0,80052.15,0.0,79.38,0.0,2.9705882352941178,100.0,Central,Basic,Marketplace,Expired,63.24,Watchlist
C01612,0.0,0.0,0.0,38.65,0.0,2.9705882352941178,100.0,East,Growth,Partner,Cancelled,53.06,Watchlist
C01614,0.0,65677.03,0.0,41.03,0.0,2.9705882352941178,57.5,East,Basic,,Cancelled,64.28,Watchlist
C01615,0.0,0.0,0.0,52.37,0.0,4.0,40.0,North,Growth,Partner,Active,77.22,Healthy
C01625,0.0,0.0,0.25,0.0,0.0,2.9705882352941178,51.67,North,Enterprise,Inside Sales,Expired,49.23,Watchlist
C01627,0.0,116831.93,0.0,46.11,0.0,2.9705882352941178,57.5,Central,Basic,Marketplace,Active,65.55,Watchlist
C01631,0.0,0.0,0.0,36.61,0.0,2.9705882352941178,45.0,,Basic,Inside Sales,Expired,66.3,Watchlist
C01632,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,40.0,Central,,Website,Nan,58.4,Watchlist
C01633,0.0,0.0,0.5,0.0,0.0,5.0,75.0,Central,Basic,Inside Sales,Cancelled,43.47,Watchlist
C01634,0.0,0.0,1.0,26.3,0.0,2.9705882352941178,100.0,East,Growth,Inside Sales,Cancelled,24.97,High Risk
C01635,0.0,81970.75,0.3333333333333333,54.71,0.0,2.9705882352941178,87.5,West,Growth,Website,Cancelled,51.86,Watchlist
C01636,0.0,0.0,0.0,58.82,0.0,2.9705882352941178,40.0,South,Enterprise,,Nan,73.1,Healthy
C01637,46590.14,0.0,0.0,0.0,0.0,2.9705882352941178,15.0,,Growth,Website,Active,64.65,Watchlist
C01638,26244.231,0.0,0.5,46.54,1.0,2.0,27.5,Central,Basic,Partner,Active,43.19,Watchlist
C01641,0.0,0.0,0.0,50.43,0.0,1.0,40.0,North,Basic,Inside Sales,Nan,65.4,Watchlist
C01645,0.0,0.0,1.0,68.04,0.0,4.0,75.0,West,Basic,Partner,Expired,47.39,Watchlist
C01646,18285.183999999997,38170.27,0.0,52.19,0.0,4.0,40.0,East,,Marketplace,Active,77.17,Healthy
C01647,0.0,0.0,0.0,0.0,1.0,3.0,85.0,Central,Growth,,Cancelled,39.57,High Risk
C01649,0.0,0.0,0.0,25.74,0.0,2.9705882352941178,40.0,South,Enterprise,Partner,Nan,64.83,Watchlist
C01650,0.0,78184.13,0.0,0.0,0.0,2.9705882352941178,75.0,South,Pro,Partner,Cancelled,49.65,Watchlist
C01651,51773.85,0.0,0.0,61.75,0.0,2.9705882352941178,40.0,South,Basic,Marketplace,Active,73.83,Healthy
C01653,0.0,0.0,0.0,46.1,0.0,2.9705882352941178,15.0,Central,Pro,,Trial,76.17,Healthy
C01656,0.0,0.0,0.0,51.71,0.0,1.0,75.0,West,Pro,Marketplace,Expired,56.97,Watchlist
C01657,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,75.0,Central,Growth,Partner,Cancelled,49.65,Watchlist
C01660,0.0,0.0,0.0,38.22,1.0,4.0,85.0,North,Pro,Inside Sales,Expired,49.93,Watchlist
C01665,27522.813599999998,0.0,0.0,54.06,0.0,2.0,25.0,North,Pro,Inside Sales,Active,70.69,Healthy
C01667,0.0,86729.27,0.0,27.03,0.0,2.9705882352941178,40.0,,Basic,Website,Trial,65.15,Watchlist
C01668,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,15.0,West,,,Trial,64.65,Watchlist
C01670,0.0,62119.63,0.2,43.65,0.0,2.9705882352941178,63.33,North,Enterprise,Inside Sales,Cancelled,58.48,Watchlist
C01673,0.0,0.0,1.0,45.05,0.0,4.0,40.0,West,,Marketplace,Trial,50.39,Watchlist
C01679,0.0,0.0,0.0,51.39,0.0,2.9705882352941178,75.0,North,Pro,Partner,Expired,62.49,Watchlist
C01683,0.0,0.0,0.0,57.21,0.0,2.9705882352941178,100.0,East,Enterprise,Inside Sales,Expired,57.7,Watchlist
C01686,71936.26,0.0,0.0,60.54,0.0,2.9705882352941178,40.0,,,Marketplace,Active,73.53,Healthy
C01689,11829.87,0.0,1.0,38.08,0.0,2.9705882352941178,40.0,North,Enterprise,Partner,Active,42.92,Watchlist
C01691,0.0,0.0,0.0,53.16,0.0,2.9705882352941178,40.0,West,Enterprise,Partner,Nan,71.69,Healthy
C01694,0.0,0.0,0.0,43.65,0.0,3.0,27.5,North,Basic,Website,Active,77.36,Healthy
C01696,0.0,0.0,0.0,48.29,0.0,2.9705882352941178,100.0,,Enterprise,,Expired,55.47,Watchlist
C01699,0.0,0.0,0.0,43.88,0.0,2.9705882352941178,15.0,North,,Marketplace,Trial,75.62,Healthy
C01701,7702.18,0.0,0.0,62.06,0.0,2.9705882352941178,15.0,West,Basic,,Active,80.16,Healthy
C01702,9260.8673,0.0,0.0,51.75,0.0,2.9705882352941178,57.5,North,Growth,,Active,66.96,Watchlist
C01705,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,100.0,West,Pro,Inside Sales,Expired,43.4,Watchlist
C01713,116014.8694,0.0,0.5,35.24,0.0,2.9705882352941178,51.67,West,Pro,Marketplace,Active,51.79,Watchlist
C01714,0.0,19240.1,0.0,43.39,0.0,2.9705882352941178,15.0,Central,Growth,,Trial,75.49,Healthy
C01715,0.0,119861.68,0.0,0.0,0.0,2.9705882352941178,40.0,West,Basic,Partner,Nan,58.4,Watchlist
C01716,0.0,0.0,0.0,56.36,0.0,2.9705882352941178,40.0,North,,Partner,Trial,72.49,Healthy
C01717,0.0,0.0,1.0,35.51,0.0,2.9705882352941178,40.0,North,Growth,Partner,Trial,42.27,Watchlist
C01719,0.0,0.0,0.0,25.44,0.0,2.9705882352941178,100.0,North,Basic,Website,Expired,49.76,Watchlist
C01720,0.0,17229.17,0.0,60.14,0.0,2.9705882352941178,15.0,Central,Growth,Partner,Trial,79.68,Healthy
