case_id,customer_id,opened_date,closed_date,priority,case_type,case_status,resolution_hours,csat_score,refund_requested,record_status,status_reason,case_status_norm
CS001168,C00140,2024-07-11,2024-08-02 11:00:00,Critical,Access,,-10.0,0.0,Y,INVALID,Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001169,C00613,2025-04-24,2025-05-04 20:00:00,,Billing,Pending,,6.0,N,INVALID,CSAT score outside 1-5 range,Pending
CS001170,C00510,2025-06-10,2025-07-06 00:00:00,,Data Issue,Pending,,4.0,,VALID,No issues detected,Pending
CS001171,C00255,2024-04-30,2024-05-07 12:00:00,Critical,Technical,Open,721.0,5.0,Y,INVALID,Support case references customer not in subscriptions,Open
CS001172,C01258,2026-01-22,2026-03-02 01:00:00,High,Cancellation,,,5.0,N,SUSPICIOUS,Missing case_status,Nan
CS001173,C00723,2025-06-24,,,Billing,Closed,624.0,2.0,Y,INVALID,Closed case missing closure date/resolution hours,Closed
CS001174,C01750,2025-11-30,2025-12-29 20:00:00,,Technical,Escalated,645.0,4.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS001175,C01420,2024-03-16,2024-03-18 14:00:00,Critical,Data Issue,,-46.0,3.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001176,C00411,2024-09-19,2024-10-04 21:00:00,,,Escalated,394.0,7.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001177,C01481,2025-06-14,2025-07-17 16:00:00,Medium,Billing,Pending,600.0,7.0,N,INVALID,CSAT score outside 1-5 range,Pending
CS001178,C01383,2024-08-20,2024-08-16 00:00:00,Low,Billing,Open,,,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Open
CS001179,C00152,2026-01-30,2026-01-29 00:00:00,Low,Data Issue,Escalated,865.0,,N,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Escalated
CS001180,C01337,2024-04-16,2024-05-06 00:00:00,High,Access,Closed,-11.0,1.0,Y,INVALID,Negative resolution_hours,Closed
CS001181,C01601,2025-02-17,2025-02-26 03:00:00,High,Technical,Closed,556.0,1.0,N,VALID,No issues detected,Closed
CS001182,C00742,2024-12-17,2025-01-24 10:00:00,Low,,Escalated,-97.0,7.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS001183,C00505,2025-05-25,2025-05-29 00:00:00,Low,Cancellation,Pending,657.0,,N,INVALID,Support case references customer not in subscriptions,Pending
CS001184,C00386,2025-11-16,2025-12-23 03:00:00,Medium,Billing,Open,,,N,INVALID,Support case references customer not in subscriptions,Open
CS001185,C01001,2025-11-16,2025-12-18 05:00:00,Critical,Data Issue,,111.0,6.0,N,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS001186,C01176,2025-02-18,2025-03-20 09:00:00,Critical,,,826.0,7.0,,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS001187,C00743,2024-12-03,2024-12-12 13:00:00,Low,Billing,,,0.0,N,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS001188,C01474,2026-01-03,2026-01-29 15:00:00,Low,Cancellation,Closed,536.0,,,INVALID,Support case references customer not in subscriptions,Closed
CS001189,C00044,2025-08-11,2025-09-05 18:00:00,Critical,Cancellation,,215.0,5.0,,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001190,C00223,2024-04-02,2024-04-05 21:00:00,Critical,,Pending,-7.0,5.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001191,C00011,2024-11-11,2024-11-13 15:00:00,Medium,Technical,Escalated,713.0,3.0,N,VALID,No issues detected,Escalated
CS001192,C00361,2024-06-12,2024-07-12 20:00:00,High,Data Issue,,-7.0,0.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001193,C01219,2024-01-25,2024-02-20 03:00:00,Critical,,Pending,-58.0,7.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS001194,C00095,2025-09-21,2025-09-26 16:00:00,Medium,Access,Open,24.0,0.0,,INVALID,CSAT score outside 1-5 range,Open
CS001195,C00724,2025-08-19,2025-08-29 14:00:00,Critical,Billing,Pending,-99.0,5.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001196,C00717,2025-04-14,2025-05-20 05:00:00,,Billing,Closed,,1.0,Y,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS001197,C01390,2025-05-31,2025-06-12 10:00:00,Low,Data Issue,,570.0,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001198,C01205,2025-10-31,,,Billing,Closed,411.0,6.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001199,C00210,2024-09-24,2024-10-15 23:00:00,,Cancellation,Closed,-40.0,,Y,INVALID,Negative resolution_hours,Closed
CS001200,C01181,2025-05-30,2025-06-04 18:00:00,Medium,Technical,Open,,2.0,,VALID,No issues detected,Open
CS001201,C00766,2024-03-24,2024-04-28 19:00:00,,Data Issue,Open,-10.0,1.0,Y,INVALID,Negative resolution_hours,Open
CS001202,C00840,2025-06-14,2025-07-01 18:00:00,,Technical,Open,64.0,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001203,C01206,2024-04-04,2024-05-10 18:00:00,Medium,Billing,,-61.0,6.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001204,C00137,2025-02-22,2025-03-02 10:00:00,Low,Cancellation,Escalated,504.0,3.0,,INVALID,Support case references customer not in subscriptions,Escalated
CS001205,C00432,2024-04-05,2024-04-14 12:00:00,Medium,,Escalated,,1.0,N,INVALID,Support case references customer not in subscriptions,Escalated
CS001206,C01331,2025-08-03,2025-08-10 05:00:00,Low,Access,,864.0,,,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001207,C01322,2024-05-25,2024-05-28 09:00:00,Low,Technical,Escalated,674.0,3.0,,VALID,No issues detected,Escalated
CS001208,C01106,2024-12-26,2025-01-06 13:00:00,Low,Billing,Pending,776.0,7.0,N,INVALID,CSAT score outside 1-5 range,Pending
CS001209,C01358,2024-01-24,,Low,Billing,,276.0,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001210,C00946,2024-04-01,2024-04-25 07:00:00,High,Cancellation,Open,,4.0,,VALID,No issues detected,Open
CS001211,C00032,2025-01-11,2025-01-13 15:00:00,Medium,Technical,Closed,781.0,2.0,,VALID,No issues detected,Closed
CS001212,C00044,2024-02-10,,Medium,Technical,,-91.0,3.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001213,C00278,2025-05-27,2025-06-07 00:00:00,Medium,,Pending,,5.0,,INVALID,Support case references customer not in subscriptions,Pending
CS001214,C01268,2024-02-26,,High,,,537.0,3.0,,SUSPICIOUS,Missing case_status,Nan
CS001215,C00617,2024-08-04,2024-08-09 06:00:00,Low,Data Issue,Pending,,2.0,Y,INVALID,Support case references customer not in subscriptions,Pending
CS001216,C01194,2024-06-16,2024-07-25 19:00:00,High,Data Issue,Closed,,2.0,Y,INVALID,Closed case missing closure date/resolution hours,Closed
CS001217,C00179,2025-08-18,2025-09-25 17:00:00,Critical,Access,Pending,,0.0,Y,INVALID,CSAT score outside 1-5 range,Pending
CS001218,,2024-09-15,2024-10-07 16:00:00,Low,Billing,Closed,715.0,0.0,,INVALID,CSAT score outside 1-5 range,Closed
CS001219,C00427,2025-07-25,2025-07-31 12:00:00,Low,Cancellation,,-97.0,,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001220,C00871,2025-02-09,,Medium,Billing,Pending,876.0,,N,VALID,No issues detected,Pending
CS001221,C00421,2025-03-23,2025-05-01 13:00:00,,Cancellation,Pending,-73.0,6.0,N,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS001222,C00816,2025-01-28,2025-02-14 11:00:00,Medium,Technical,Open,-84.0,5.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS001223,C00972,2024-04-12,2024-04-24 16:00:00,Low,Cancellation,,-60.0,0.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001224,C00957,2025-08-31,,Critical,Access,Escalated,,4.0,N,VALID,No issues detected,Escalated
CS001225,C01285,2024-03-19,2024-04-01 08:00:00,Critical,Data Issue,,,6.0,N,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS001226,C00167,2025-04-26,,Critical,Cancellation,,-37.0,0.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001227,C01647,2025-10-17,2025-11-24 04:00:00,Low,Billing,,,6.0,,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS001228,C00163,2025-05-23,2025-06-07 20:00:00,Medium,,Pending,-18.0,2.0,N,INVALID,Negative resolution_hours,Pending
CS001229,C01683,2024-06-14,2024-06-10 00:00:00,,,Pending,94.0,7.0,,INVALID,Closed date earlier than opened date; CSAT score outside 1-5 range,Pending
,C01512,2024-11-18,2024-12-24 03:00:00,Medium,Technical,Pending,,1.0,N,INVALID,Missing case_id,Pending
CS001231,C00611,2024-10-05,2024-10-23 18:00:00,,Technical,Closed,-40.0,3.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS001232,C00896,2025-10-04,2025-09-25 00:00:00,High,Cancellation,,828.0,,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Missing case_status,Nan
CS001233,C00666,2025-11-17,2025-12-03 05:00:00,Critical,Technical,Closed,-85.0,6.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS001234,C00820,2024-12-20,2025-01-07 10:00:00,Critical,Data Issue,Closed,372.0,0.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS001235,C00391,2025-04-29,2025-06-08 00:00:00,High,Billing,Open,522.0,2.0,Y,VALID,No issues detected,Open
,C01183,2024-03-16,2024-03-30 10:00:00,Low,,Open,,5.0,,INVALID,Missing case_id,Open
CS001237,C01621,2025-03-28,2025-04-25 19:00:00,High,Access,Closed,125.0,0.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS001238,C00603,2025-04-14,2025-04-26 13:00:00,Medium,Access,Closed,-81.0,2.0,N,INVALID,Negative resolution_hours,Closed
,C00487,2025-06-15,,,Data Issue,Pending,129.0,5.0,,INVALID,Missing case_id; Support case references customer not in subscriptions,Pending
CS001240,C00885,2024-12-12,2024-12-17 21:00:00,Medium,Cancellation,Closed,,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001241,C00327,2025-04-26,2025-05-01 03:00:00,Critical,,Escalated,-68.0,1.0,,INVALID,Negative resolution_hours,Escalated
CS001242,C01008,2025-05-10,2025-05-29 13:00:00,Low,,Closed,-23.0,3.0,Y,INVALID,Negative resolution_hours,Closed
,C00280,2026-01-29,2026-02-12 19:00:00,Critical,,,,3.0,Y,INVALID,Missing case_id; Missing case_status,Nan
CS001244,C00104,2024-11-23,2024-11-15 00:00:00,Low,Access,,,7.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; CSAT score outside 1-5 range; Missing case_status,Nan
CS001245,C00018,2024-07-02,2024-07-02 13:00:00,Low,Cancellation,,384.0,4.0,,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001246,C00970,2025-04-01,2025-04-23 10:00:00,High,Data Issue,Closed,,3.0,Y,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS001247,C00421,2024-02-16,2024-02-26 02:00:00,High,Technical,Pending,-93.0,3.0,N,INVALID,Negative resolution_hours,Pending
CS001248,C01592,2025-12-10,,,Access,Escalated,-70.0,,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001249,C01366,2024-04-13,2024-04-08 00:00:00,High,Data Issue,Escalated,443.0,1.0,N,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Escalated
CS001250,C00162,2024-10-15,2024-11-20 13:00:00,,Cancellation,Closed,,6.0,Y,INVALID,CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001251,C00316,2025-10-16,2025-10-17 01:00:00,Critical,Data Issue,Pending,,5.0,N,INVALID,Support case references customer not in subscriptions,Pending
CS001252,C01724,2025-06-03,2025-06-28 15:00:00,High,Access,Closed,-80.0,4.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS001253,C01359,2025-12-14,2025-12-28 11:00:00,Critical,,Closed,769.0,7.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS001254,C01248,2024-10-07,2024-10-10 18:00:00,Medium,,Pending,-33.0,4.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001255,C00047,2025-12-28,,Critical,Access,,,2.0,,SUSPICIOUS,Missing case_status,Nan
CS001256,C00097,2024-08-27,,Low,,Pending,,3.0,N,INVALID,Support case references customer not in subscriptions,Pending
CS001257,C01556,2025-03-25,2025-04-03 13:00:00,High,Access,Escalated,,2.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS001258,C00869,2024-06-14,2024-06-15 12:00:00,Low,Access,Closed,,6.0,Y,INVALID,CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001259,C00338,2024-09-20,2024-10-03 21:00:00,Low,Technical,Open,-44.0,0.0,Y,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Open
CS001260,C01797,2025-09-19,2025-10-16 12:00:00,Critical,,Pending,281.0,,,INVALID,Support case references customer not in subscriptions,Pending
CS001261,C00980,2025-08-15,2025-08-21 10:00:00,Low,,Pending,-85.0,4.0,,INVALID,Negative resolution_hours,Pending
CS001262,C00027,2024-08-29,2024-09-28 00:00:00,Critical,Access,,186.0,5.0,,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001263,C00601,2025-11-30,2025-12-15 02:00:00,,Billing,,,4.0,N,SUSPICIOUS,Missing case_status,Nan
CS001264,C00747,2025-07-19,2025-08-14 06:00:00,High,Technical,,460.0,2.0,,SUSPICIOUS,Missing case_status,Nan
,C01502,2024-03-24,2024-03-28 07:00:00,Low,Data Issue,Open,68.0,5.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions,Open
CS001266,C01093,2026-01-27,2026-01-27 21:00:00,Critical,Cancellation,,,3.0,,SUSPICIOUS,Missing case_status,Nan
CS001267,C01454,2025-09-01,2025-09-11 07:00:00,Low,Technical,Open,-18.0,5.0,,INVALID,Negative resolution_hours,Open
CS001268,C00293,2025-01-29,2025-02-07 08:00:00,Medium,Cancellation,Pending,3.0,4.0,Y,INVALID,Support case references customer not in subscriptions,Pending
CS001269,C01091,2025-08-12,2025-08-23 05:00:00,Medium,Cancellation,Open,-22.0,6.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS001270,C00873,2024-12-04,,High,Technical,Escalated,-77.0,7.0,,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS001271,C01497,2025-07-18,2025-07-18 09:00:00,Medium,Billing,Closed,980.0,2.0,N,VALID,No issues detected,Closed
CS001272,C01566,2025-05-07,2025-06-15 00:00:00,Low,,,,5.0,Y,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001273,C01101,2025-07-18,2025-08-20 13:00:00,Low,Cancellation,Escalated,862.0,1.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS001274,C01446,2025-02-23,2025-03-27 14:00:00,Low,Billing,Open,,4.0,Y,VALID,No issues detected,Open
CS001275,C01706,2024-08-05,,High,Technical,Escalated,,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001276,C01101,2025-03-09,2025-03-01 00:00:00,Medium,,Escalated,948.0,2.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Escalated
CS001277,C01471,2024-05-11,2024-05-02 00:00:00,Critical,Cancellation,Open,,2.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Open
CS001278,C01033,2025-06-08,2025-06-04 00:00:00,High,Technical,,-39.0,7.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001279,C00972,2024-01-07,2024-01-27 20:00:00,High,Technical,Pending,2.0,,N,INVALID,Support case references customer not in subscriptions,Pending
CS001280,C00632,2024-11-14,2024-12-01 15:00:00,,Access,Open,391.0,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001281,C00940,2025-05-03,2025-05-06 02:00:00,,,Open,-10.0,,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS001282,C01615,2025-12-01,2026-01-06 01:00:00,High,Billing,Open,,4.0,Y,VALID,No issues detected,Open
CS001283,C00477,2025-07-29,2025-07-31 09:00:00,,Access,Escalated,-45.0,4.0,N,INVALID,Negative resolution_hours,Escalated
CS001284,C00999,2025-04-01,2025-05-10 15:00:00,High,Access,Escalated,,4.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS001285,C01254,2024-11-14,2024-12-17 17:00:00,Low,,Pending,-65.0,3.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001286,C01192,2024-02-15,2024-03-09 14:00:00,Low,Data Issue,,394.0,7.0,,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS001287,C00469,2024-08-15,2024-08-27 18:00:00,,,Open,,3.0,Y,INVALID,Support case references customer not in subscriptions,Open
,C00391,2024-01-23,,High,Technical,Open,-16.0,,N,INVALID,Missing case_id; Negative resolution_hours,Open
CS001289,C00950,2025-09-09,2025-09-18 17:00:00,Critical,Data Issue,Open,931.0,2.0,N,INVALID,Support case references customer not in subscriptions,Open
CS001290,C01367,2024-08-28,2024-09-17 03:00:00,High,Cancellation,Closed,,5.0,Y,INVALID,Closed case missing closure date/resolution hours,Closed
CS001291,C00852,2024-02-19,2024-03-19 08:00:00,Medium,Data Issue,,-82.0,4.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001292,C01666,2025-04-02,2025-03-29 00:00:00,High,,Open,432.0,3.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Open
CS001293,C00618,2024-01-18,,Medium,Technical,,,6.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001294,C01275,2024-08-03,2024-08-04 23:00:00,High,Cancellation,Closed,,5.0,N,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS001295,C00900,2024-11-06,2024-12-05 16:00:00,,Technical,Pending,-53.0,3.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
,C00959,2025-06-05,2025-06-23 08:00:00,Critical,Access,Open,585.0,4.0,Y,INVALID,Missing case_id; Support case references customer not in subscriptions,Open
CS001297,C01471,2024-04-15,2024-04-13 00:00:00,Critical,,Closed,376.0,1.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Closed
CS001298,C00731,2025-07-19,2025-08-11 14:00:00,Critical,Billing,Open,-84.0,6.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS001299,C01265,2024-03-16,2024-04-10 23:00:00,Low,Billing,Open,-95.0,,N,INVALID,Negative resolution_hours,Open
CS001300,C00175,2024-05-01,2024-04-26 00:00:00,Medium,Data Issue,Pending,,,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Pending
CS001301,C01395,2024-08-25,2024-09-08 18:00:00,Critical,,Open,-94.0,4.0,Y,INVALID,Negative resolution_hours,Open
,C01020,2026-01-01,2026-01-01 03:00:00,Critical,,Closed,825.0,4.0,Y,INVALID,Missing case_id; Support case references customer not in subscriptions,Closed
CS001303,C01044,2025-03-12,2025-04-05 22:00:00,Critical,Access,Closed,553.0,5.0,,INVALID,Support case references customer not in subscriptions,Closed
CS001304,C01675,2024-01-19,2024-01-24 02:00:00,Critical,Data Issue,Closed,,1.0,N,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS001305,C01512,2024-11-23,2024-12-07 06:00:00,,Technical,Pending,845.0,4.0,Y,VALID,No issues detected,Pending
CS001306,C01648,2024-11-21,2024-12-12 23:00:00,Medium,Cancellation,,-48.0,0.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001307,C00899,2025-07-25,2025-07-27 00:00:00,Critical,Billing,Escalated,,2.0,,VALID,No issues detected,Escalated
CS001308,C00247,2024-01-12,2024-01-27 21:00:00,Medium,,Pending,408.0,1.0,Y,INVALID,Support case references customer not in subscriptions,Pending
CS001309,C00357,2024-03-13,2024-03-27 04:00:00,Critical,Technical,Escalated,-71.0,3.0,Y,INVALID,Negative resolution_hours,Escalated
CS001310,C01139,2025-04-12,2025-04-28 15:00:00,,Cancellation,Escalated,-11.0,2.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001311,C00975,2024-01-18,2024-02-23 13:00:00,Low,Cancellation,Pending,-34.0,5.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001312,C00869,2025-06-03,2025-06-21 15:00:00,Critical,Billing,Pending,918.0,5.0,N,VALID,No issues detected,Pending
CS001313,C00733,2025-09-24,2025-10-27 08:00:00,Critical,Data Issue,Closed,716.0,6.0,,INVALID,CSAT score outside 1-5 range,Closed
CS001314,C01678,2025-06-18,2025-06-20 09:00:00,Low,Cancellation,Closed,,2.0,N,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS001315,C00839,2025-08-16,2025-09-09 14:00:00,,Cancellation,Escalated,,4.0,,INVALID,Support case references customer not in subscriptions,Escalated
CS001316,C01501,2025-08-05,,,Access,Closed,,2.0,,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS001317,C00068,2025-11-27,,Low,Data Issue,,,1.0,Y,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
,C00918,2024-05-24,2024-06-21 07:00:00,High,Cancellation,Escalated,-34.0,7.0,,INVALID,Missing case_id; Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS001319,C00363,2024-03-07,2024-02-26 00:00:00,Low,Technical,,,5.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Missing case_status,Nan
CS001320,C01322,2024-12-05,2024-12-30 06:00:00,Critical,,Escalated,-65.0,3.0,,INVALID,Negative resolution_hours,Escalated
CS001321,C00710,2024-01-13,2024-01-12 00:00:00,Critical,Data Issue,,-4.0,5.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours; Missing case_status,Nan
CS001322,C00452,2024-01-30,2024-01-31 13:00:00,,,,-100.0,0.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001323,C00419,2025-07-12,2025-08-05 07:00:00,Medium,Access,Open,-62.0,4.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS001324,C00719,2024-09-26,2024-09-24 00:00:00,Medium,Billing,Pending,,6.0,,INVALID,Closed date earlier than opened date; CSAT score outside 1-5 range,Pending
CS001325,C01535,2024-01-17,,Low,Technical,Closed,,0.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001326,C01570,2024-04-22,2024-05-26 14:00:00,Critical,Cancellation,Closed,629.0,6.0,,INVALID,CSAT score outside 1-5 range,Closed
CS001327,C00286,2024-04-19,2024-05-24 18:00:00,Low,,Open,366.0,1.0,N,INVALID,Support case references customer not in subscriptions,Open
CS001328,C01560,2024-07-20,2024-08-06 02:00:00,Medium,Data Issue,Escalated,,1.0,,VALID,No issues detected,Escalated
CS001329,C01733,2024-05-28,2024-06-27 08:00:00,Medium,Access,Open,-53.0,4.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
,C01155,2025-01-10,,,Data Issue,Escalated,182.0,0.0,Y,INVALID,Missing case_id; CSAT score outside 1-5 range,Escalated
CS001331,C00300,2025-12-06,2026-01-04 19:00:00,Medium,Technical,Escalated,420.0,1.0,,INVALID,Support case references customer not in subscriptions,Escalated
CS001332,C00537,2026-01-27,2026-03-03 19:00:00,Low,Data Issue,Pending,992.0,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001333,C00618,2025-08-14,2025-09-18 10:00:00,Medium,Billing,Closed,-30.0,4.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS001334,C00886,2025-11-05,2025-11-04 00:00:00,High,,,754.0,0.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; CSAT score outside 1-5 range; Missing case_status,Nan
CS001335,C00605,2024-04-05,2024-05-05 17:00:00,Low,Data Issue,Pending,641.0,4.0,N,INVALID,Support case references customer not in subscriptions,Pending
CS001336,C01246,2024-11-29,2025-01-05 04:00:00,,Data Issue,Pending,-62.0,1.0,N,INVALID,Negative resolution_hours,Pending
CS001337,C00148,2024-09-26,2024-10-25 09:00:00,Low,Billing,Open,,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001338,C00545,2024-07-11,2024-07-12 20:00:00,Low,Data Issue,,,3.0,N,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001339,C01347,2025-02-19,2025-03-16 02:00:00,Medium,Technical,Pending,,3.0,Y,VALID,No issues detected,Pending
CS001340,C00735,2025-11-18,2025-12-23 14:00:00,,Billing,Escalated,,2.0,N,INVALID,Support case references customer not in subscriptions,Escalated
CS001341,C00507,2025-05-20,2025-06-27 00:00:00,Low,Technical,Open,,4.0,Y,VALID,No issues detected,Open
CS001342,C01036,2025-05-08,2025-05-18 10:00:00,Low,Data Issue,Open,-72.0,0.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS001343,C01447,2025-12-19,2026-01-06 13:00:00,,Billing,,-34.0,4.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
,C00359,2024-11-15,2024-12-11 06:00:00,,Billing,Escalated,294.0,,,INVALID,Missing case_id,Escalated
CS001345,C00948,2025-02-24,,Low,Cancellation,Closed,-94.0,7.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001346,C01137,2025-01-16,2025-02-01 08:00:00,Medium,Cancellation,,,1.0,N,SUSPICIOUS,Missing case_status,Nan
CS001347,C01379,2024-05-05,2024-05-28 00:00:00,Medium,Access,Open,,3.0,Y,INVALID,Support case references customer not in subscriptions,Open
CS001348,C00278,2024-10-02,2024-10-27 04:00:00,Medium,Billing,Pending,440.0,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001349,C00207,2025-10-28,2025-11-13 23:00:00,Critical,,Closed,105.0,4.0,N,VALID,No issues detected,Closed
