usage_id,customer_id,usage_date,login_count,active_minutes,feature_clicks,reports_created,data_exports,seat_count,record_status,status_reason
U0002132,C01360,2025-05-06,3.0,363.0,417,8,1,1.0,INVALID,Usage record references customer not in subscriptions
U0002133,C00312,2024-12-14,34.0,628.0,112,69,44,500.0,INVALID,Usage record references customer not in subscriptions
U0002134,C01660,2025-05-13,15.0,1.0,598,57,21,20.0,VALID,No issues detected
U0002135,C01666,2025-12-26,50.0,1082.0,159,14,41,50.0,INVALID,Usage record references customer not in subscriptions
U0002136,C00047,2024-08-02,5.0,752.0,572,32,92,50.0,VALID,No issues detected
U0002137,C00699,2025-08-20,43.0,468.0,296,40,98,50.0,VALID,No issues detected
U0002138,C01654,2025-07-14,-3.0,614.0,570,10,35,2.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002139,C01294,2025-12-28,26.0,1466.0,712,10,67,1.0,VALID,No issues detected
U0002140,C01001,2025-05-12,,60.0,924,53,23,100.0,VALID,No issues detected
U0002141,C00962,2025-04-15,12.0,234.0,42,23,62,,VALID,No issues detected
U0002142,C01046,2025-10-12,38.0,1004.0,786,28,4,500.0,INVALID,Usage record references customer not in subscriptions
U0002143,C01693,2024-06-17,41.0,1567.0,273,25,25,20.0,INVALID,Usage record references customer not in subscriptions
U0002144,C01379,2025-08-15,59.0,112.0,725,26,75,-5.0,INVALID,Usage record references customer not in subscriptions
U0002145,C00853,2024-11-09,38.0,584.0,656,72,31,20.0,VALID,No issues detected
U0002146,C01198,2024-12-24,31.0,71.0,944,14,45,500.0,INVALID,Usage record references customer not in subscriptions
U0002147,C01737,2024-01-13,21.0,1027.0,780,54,41,,INVALID,Usage record references customer not in subscriptions
U0002148,C00464,2024-01-19,11.0,1942.0,907,11,9,-5.0,INVALID,Usage record references customer not in subscriptions
U0002149,C01028,2024-03-06,45.0,,425,77,12,100.0,INVALID,Usage record references customer not in subscriptions
U0002150,C01683,2025-05-22,47.0,1778.0,308,58,32,20.0,VALID,No issues detected
U0002151,C00654,2025-05-11,31.0,759.0,737,2,14,500.0,INVALID,Usage record references customer not in subscriptions
U0002152,C01054,2025-03-01,30.0,171.0,991,9,26,5.0,INVALID,Usage record references customer not in subscriptions
U0002153,C00881,2025-12-26,11.0,1155.0,212,51,14,1.0,INVALID,Usage record references customer not in subscriptions
U0002154,C00043,2024-05-20,29.0,1930.0,802,33,79,,VALID,No issues detected
U0002155,C01070,2024-05-30,18.0,1499.0,429,44,71,50.0,INVALID,Usage record references customer not in subscriptions
U0002156,C00288,2025-05-25,7.0,,209,28,88,,INVALID,Usage record references customer not in subscriptions
U0002157,C01187,2024-12-30,56.0,439.0,952,16,69,5.0,INVALID,Usage record references customer not in subscriptions
U0002158,C00730,2024-02-25,33.0,149.0,900,32,48,100.0,INVALID,Usage record references customer not in subscriptions
U0002159,C00179,2024-09-11,-32.0,,659,13,68,50.0,INVALID,Negative login_count
U0002160,C01150,2024-08-21,,1182.0,118,16,35,-5.0,VALID,No issues detected
U0002161,C00054,2024-09-02,14.0,,559,39,23,2.0,INVALID,Usage record references customer not in subscriptions
U0002162,C00837,2024-11-26,,685.0,600,27,40,2.0,VALID,No issues detected
U0002163,C00915,2025-03-23,9.0,1372.0,721,60,85,100.0,VALID,No issues detected
U0002164,C01655,2024-10-05,26.0,270.0,300,6,12,100.0,INVALID,Usage record references customer not in subscriptions
U0002165,C00400,2026-01-18,17.0,1739.0,842,38,81,-5.0,VALID,No issues detected
U0002166,C01138,2025-04-19,49.0,1819.0,115,71,85,,INVALID,Usage record references customer not in subscriptions
U0002167,C01655,2024-10-09,34.0,1035.0,772,75,23,10.0,INVALID,Usage record references customer not in subscriptions
U0002168,C01424,2024-12-12,38.0,1760.0,821,56,22,-5.0,VALID,No issues detected
U0002169,C00232,2025-12-14,0.0,1964.0,689,69,19,-5.0,INVALID,Usage record references customer not in subscriptions
U0002170,C01438,2025-05-22,37.0,1627.0,463,41,38,50.0,VALID,No issues detected
U0002171,C00531,2024-03-23,3.0,1716.0,832,78,37,20.0,INVALID,Usage record references customer not in subscriptions
U0002172,C00403,2025-12-22,-8.0,,133,68,77,10.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002173,C01081,2024-08-15,17.0,1060.0,232,66,6,500.0,INVALID,Usage record references customer not in subscriptions
U0002174,C01106,2025-08-22,43.0,1270.0,674,5,86,2.0,VALID,No issues detected
U0002175,C00993,2025-11-18,3.0,1330.0,95,24,84,,INVALID,Usage record references customer not in subscriptions
U0002176,C01111,2024-10-20,23.0,1785.0,806,57,97,500.0,VALID,No issues detected
U0002177,C01535,2024-05-14,40.0,209.0,906,35,10,1.0,INVALID,Usage record references customer not in subscriptions
U0002178,C01577,2025-09-13,7.0,1156.0,208,52,81,500.0,VALID,No issues detected
,C00984,2024-01-05,20.0,628.0,896,59,82,100.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0002180,C01334,2024-08-24,-60.0,1210.0,542,67,54,1.0,INVALID,Negative login_count
U0002181,C00743,2024-06-03,48.0,1436.0,552,8,76,,VALID,No issues detected
U0002182,C00800,2024-03-18,38.0,1537.0,955,78,19,5.0,VALID,No issues detected
U0002183,C01398,2025-02-28,4.0,2.0,834,8,37,100.0,VALID,No issues detected
U0002184,C01757,2025-11-11,6.0,,746,8,81,100.0,VALID,No issues detected
U0002185,C00001,2025-06-22,-6.0,1953.0,28,12,7,10.0,INVALID,Negative login_count
U0002186,C00108,2025-09-21,46.0,829.0,670,44,3,500.0,VALID,No issues detected
U0002187,C00557,2024-01-08,16.0,1227.0,119,40,25,1.0,INVALID,Usage record references customer not in subscriptions
U0002188,C00781,2025-07-21,7.0,1544.0,520,38,0,,VALID,No issues detected
U0002189,C01786,2025-10-20,5.0,742.0,428,68,5,50.0,VALID,No issues detected
U0002190,C00386,2024-10-28,46.0,,371,0,15,5.0,INVALID,Usage record references customer not in subscriptions
U0002191,C01347,2024-11-15,47.0,1331.0,186,63,99,,VALID,No issues detected
U0002192,C00935,2024-01-30,11.0,363.0,762,55,36,500.0,VALID,No issues detected
U0002193,C00963,2025-03-13,27.0,624.0,771,48,91,10.0,VALID,No issues detected
U0002194,C01516,2025-05-27,17.0,326.0,50,78,26,-5.0,INVALID,Usage record references customer not in subscriptions
U0002195,C00604,2024-06-26,0.0,1092.0,412,24,7,,VALID,No issues detected
U0002196,C00284,2025-06-08,9.0,141.0,975,12,37,100.0,INVALID,Usage record references customer not in subscriptions
U0002197,C01726,2024-10-15,7.0,215.0,322,63,78,20.0,INVALID,Usage record references customer not in subscriptions
U0002198,C01013,2024-12-24,3.0,-335.0,413,73,86,10.0,INVALID,Negative active_minutes
U0002199,C00001,2025-09-04,,1413.0,261,49,88,1.0,VALID,No issues detected
U0002200,C01785,2024-10-24,,1120.0,991,78,17,1.0,VALID,No issues detected
U0002201,C00199,2025-04-12,41.0,1402.0,422,23,95,10.0,INVALID,Usage record references customer not in subscriptions
,C00379,2024-04-15,,,43,51,18,50.0,INVALID,Missing usage_id
U0002203,C01714,2025-07-15,,1371.0,736,7,6,500.0,VALID,No issues detected
U0002204,C00654,2025-08-02,41.0,902.0,941,63,47,10.0,INVALID,Usage record references customer not in subscriptions
U0002205,C00625,2024-03-24,-36.0,1763.0,959,57,58,10.0,INVALID,Negative login_count
U0002206,C00251,2024-01-24,11.0,212.0,36,19,92,10.0,VALID,No issues detected
,C00175,2025-04-02,43.0,227.0,957,8,6,20.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0002208,C01750,2024-05-20,0.0,,65,72,40,50.0,INVALID,Usage record references customer not in subscriptions
U0002209,C00187,2024-11-15,7.0,284.0,475,66,36,2.0,INVALID,Usage record references customer not in subscriptions
U0002210,C00986,2024-01-21,19.0,762.0,94,47,77,10.0,INVALID,Usage record references customer not in subscriptions
U0002211,C00984,2024-07-28,,181.0,370,3,60,500.0,INVALID,Usage record references customer not in subscriptions
U0002212,C00900,2024-02-28,9.0,1394.0,154,10,94,10.0,INVALID,Usage record references customer not in subscriptions
U0002213,C00082,2025-03-10,25.0,1487.0,43,21,26,500.0,VALID,No issues detected
U0002214,C00949,2024-09-23,-42.0,672.0,627,31,9,50.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002215,C01258,2024-12-02,2.0,1380.0,807,18,16,2.0,VALID,No issues detected
U0002216,C00493,2025-10-09,17.0,907.0,548,5,61,500.0,VALID,No issues detected
U0002217,C00089,2024-08-10,10.0,33.0,79,44,9,10.0,INVALID,Usage record references customer not in subscriptions
U0002218,C00589,2025-09-19,54.0,109.0,237,22,41,2.0,VALID,No issues detected
U0002219,C00572,2024-01-12,50.0,1522.0,635,25,61,5.0,VALID,No issues detected
U0002220,C00397,2025-11-11,42.0,786.0,431,71,22,-5.0,VALID,No issues detected
U0002221,C01615,2025-11-03,43.0,727.0,82,12,56,1.0,VALID,No issues detected
U0002222,C00847,2024-08-01,38.0,1755.0,877,34,36,50.0,INVALID,Usage record references customer not in subscriptions
U0002223,C00971,2024-04-20,-14.0,1510.0,848,51,20,5.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002224,C01054,2024-03-19,57.0,1539.0,734,0,35,10.0,INVALID,Usage record references customer not in subscriptions
U0002225,C01342,2025-02-13,59.0,1518.0,841,40,16,20.0,VALID,No issues detected
U0002226,C00416,2025-12-08,56.0,1367.0,130,34,68,100.0,INVALID,Usage record references customer not in subscriptions
U0002227,C01499,2024-02-15,42.0,441.0,620,51,0,20.0,INVALID,Usage record references customer not in subscriptions
U0002228,C01138,2025-12-10,53.0,1626.0,372,70,87,500.0,INVALID,Usage record references customer not in subscriptions
U0002229,C00450,2024-06-26,25.0,,973,47,91,2.0,INVALID,Usage record references customer not in subscriptions
U0002230,C00153,2025-11-28,17.0,1731.0,982,0,73,100.0,INVALID,Usage record references customer not in subscriptions
U0002231,C00755,2024-09-19,33.0,1999.0,181,20,93,500.0,INVALID,Usage record references customer not in subscriptions
U0002232,C01195,2024-10-05,,331.0,120,37,30,-5.0,VALID,No issues detected
U0002233,C00395,2025-07-06,45.0,1875.0,645,45,13,1.0,INVALID,Usage record references customer not in subscriptions
U0002234,C00193,2025-01-28,42.0,-13.0,572,31,15,1.0,INVALID,Usage record references customer not in subscriptions; Negative active_minutes
U0002235,C00881,2024-04-29,44.0,1070.0,182,23,4,500.0,INVALID,Usage record references customer not in subscriptions
U0002236,C00087,2024-06-13,36.0,1778.0,964,46,8,-5.0,INVALID,Usage record references customer not in subscriptions
U0002237,C01719,2024-07-14,,1252.0,4,3,6,-5.0,VALID,No issues detected
U0002238,C00709,2024-07-22,,1928.0,145,0,86,1.0,INVALID,Usage record references customer not in subscriptions
U0002239,C01073,2024-02-09,56.0,402.0,278,73,81,50.0,INVALID,Usage record references customer not in subscriptions
U0002240,C01247,2024-03-07,38.0,993.0,510,45,94,10.0,INVALID,Usage record references customer not in subscriptions
U0002241,C00921,2025-09-03,48.0,1266.0,394,40,83,500.0,VALID,No issues detected
U0002242,C01593,2024-10-08,17.0,1487.0,486,62,40,10.0,VALID,No issues detected
U0002243,C00332,2024-09-24,45.0,1322.0,78,35,84,10.0,VALID,No issues detected
U0002244,C01566,2024-06-10,17.0,1482.0,221,48,85,2.0,INVALID,Usage record references customer not in subscriptions
U0002245,C00123,2024-06-23,40.0,1298.0,479,10,42,20.0,VALID,No issues detected
U0002246,C00905,2025-12-08,56.0,-73.0,622,73,8,5.0,INVALID,Usage record references customer not in subscriptions; Negative active_minutes
U0002247,C00410,2025-03-11,25.0,468.0,722,67,35,50.0,INVALID,Usage record references customer not in subscriptions
U0002248,C01607,2024-03-11,56.0,245.0,235,70,26,,INVALID,Usage record references customer not in subscriptions
U0002249,C00139,2024-04-08,43.0,1993.0,411,29,18,2.0,INVALID,Usage record references customer not in subscriptions
U0002250,C00769,2025-01-08,-23.0,1752.0,275,38,88,500.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002251,C00578,2025-08-08,5.0,76.0,847,5,70,1.0,INVALID,Usage record references customer not in subscriptions
U0002252,C00674,2025-03-16,,232.0,629,73,26,-5.0,INVALID,Usage record references customer not in subscriptions
U0002253,C01800,2025-03-25,,1683.0,866,35,68,-5.0,INVALID,Usage record references customer not in subscriptions
U0002254,C00147,2024-11-05,51.0,634.0,187,75,6,20.0,INVALID,Usage record references customer not in subscriptions
U0002255,C00832,2025-12-04,10.0,457.0,130,61,66,1.0,INVALID,Usage record references customer not in subscriptions
U0002256,C01128,2025-10-17,8.0,1427.0,805,21,33,20.0,INVALID,Usage record references customer not in subscriptions
U0002257,C01616,2024-05-20,25.0,946.0,972,23,72,-5.0,INVALID,Usage record references customer not in subscriptions
U0002258,C01380,2024-01-01,54.0,1251.0,321,39,56,10.0,INVALID,Usage record references customer not in subscriptions
U0002259,C00401,2025-06-11,23.0,,259,1,73,5.0,INVALID,Usage record references customer not in subscriptions
U0002260,C01665,2024-03-25,,324.0,903,33,28,1.0,VALID,No issues detected
U0002261,C00354,2024-10-07,7.0,1685.0,900,69,81,,INVALID,Usage record references customer not in subscriptions
U0002262,C01065,2025-10-15,13.0,1674.0,125,45,61,1.0,INVALID,Usage record references customer not in subscriptions
U0002263,C01652,2025-08-27,57.0,1785.0,796,67,29,10.0,INVALID,Usage record references customer not in subscriptions
U0002264,C00436,2025-07-07,10.0,693.0,266,20,60,500.0,INVALID,Usage record references customer not in subscriptions
U0002265,C00535,2024-03-11,14.0,,454,72,80,5.0,VALID,No issues detected
U0002266,C00818,2025-06-02,26.0,,110,20,12,1.0,VALID,No issues detected
U0002267,C01214,2024-10-07,41.0,106.0,498,34,40,500.0,INVALID,Usage record references customer not in subscriptions
U0002268,C01481,2024-12-18,8.0,814.0,662,28,59,50.0,VALID,No issues detected
U0002269,C00891,2024-02-18,6.0,1797.0,509,10,78,500.0,INVALID,Usage record references customer not in subscriptions
U0002270,C00864,2025-01-19,19.0,78.0,72,1,32,50.0,VALID,No issues detected
U0002271,C01329,2025-02-20,32.0,475.0,352,74,61,100.0,INVALID,Usage record references customer not in subscriptions
U0002272,C01581,2024-01-14,8.0,1797.0,443,41,87,10.0,VALID,No issues detected
U0002273,C00805,2024-04-04,8.0,1660.0,401,70,42,-5.0,INVALID,Usage record references customer not in subscriptions
U0002274,C01025,2024-05-29,3.0,1174.0,278,69,22,10.0,INVALID,Usage record references customer not in subscriptions
U0002275,C00373,2025-09-26,-23.0,688.0,250,25,72,,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002276,C00065,2025-02-07,30.0,375.0,514,62,5,1.0,VALID,No issues detected
U0002277,C00695,2024-03-16,13.0,1083.0,935,2,46,10.0,VALID,No issues detected
U0002278,C01752,2024-08-04,8.0,501.0,443,73,73,500.0,VALID,No issues detected
U0002279,C01615,2025-05-01,28.0,1874.0,930,16,4,-5.0,VALID,No issues detected
U0002280,C00145,2024-08-31,60.0,-19.0,116,42,54,500.0,INVALID,Usage record references customer not in subscriptions; Negative active_minutes
U0002281,C01686,2024-11-13,26.0,,40,30,30,500.0,VALID,No issues detected
U0002282,C00969,2025-07-20,28.0,365.0,671,26,65,50.0,VALID,No issues detected
U0002283,C01594,2025-07-11,3.0,-188.0,911,44,42,1.0,INVALID,Negative active_minutes
U0002284,C01627,2026-01-08,58.0,553.0,390,35,81,-5.0,VALID,No issues detected
U0002285,C01367,2025-11-06,16.0,1043.0,836,26,39,5.0,VALID,No issues detected
U0002286,C00057,2025-10-21,-12.0,95.0,769,55,23,,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002287,C00685,2025-05-24,37.0,1979.0,497,44,37,50.0,INVALID,Usage record references customer not in subscriptions
U0002288,C01724,2025-06-10,57.0,1511.0,410,43,25,1.0,INVALID,Usage record references customer not in subscriptions
U0002289,C00488,2024-11-03,58.0,1351.0,654,58,43,50.0,INVALID,Usage record references customer not in subscriptions
U0002290,C00280,2025-01-11,15.0,,762,1,31,20.0,VALID,No issues detected
,C00650,2025-06-09,46.0,930.0,715,38,86,20.0,INVALID,Missing usage_id
U0002292,C01410,2025-07-14,2.0,764.0,41,16,3,100.0,INVALID,Usage record references customer not in subscriptions
U0002293,C01448,2024-02-06,,1820.0,646,10,63,500.0,VALID,No issues detected
U0002294,C01504,2024-03-13,0.0,1596.0,441,54,83,,VALID,No issues detected
U0002295,C00082,2024-02-07,19.0,,987,60,97,500.0,VALID,No issues detected
U0002296,C00349,2024-09-21,53.0,1211.0,873,68,68,1.0,INVALID,Usage record references customer not in subscriptions
U0002297,C00650,2025-04-30,47.0,669.0,703,57,85,5.0,VALID,No issues detected
U0002298,C01147,2025-03-08,1.0,66.0,840,30,22,50.0,INVALID,Usage record references customer not in subscriptions
U0002299,C01306,2024-01-19,23.0,48.0,357,28,62,2.0,INVALID,Usage record references customer not in subscriptions
U0002300,C00829,2025-07-15,55.0,880.0,71,26,65,2.0,INVALID,Usage record references customer not in subscriptions
U0002301,C00224,2025-06-04,38.0,1555.0,248,75,98,5.0,VALID,No issues detected
U0002302,C00135,2025-01-07,56.0,900.0,486,47,62,20.0,INVALID,Usage record references customer not in subscriptions
U0002303,C00817,2025-11-23,43.0,,429,60,12,10.0,VALID,No issues detected
U0002304,C00407,2024-09-02,14.0,68.0,639,50,33,,VALID,No issues detected
U0002305,C00536,2025-10-08,18.0,873.0,697,16,72,2.0,INVALID,Usage record references customer not in subscriptions
U0002306,C01438,2025-07-21,54.0,973.0,689,66,63,5.0,VALID,No issues detected
U0002307,C00655,2025-07-07,12.0,1647.0,197,15,62,10.0,INVALID,Usage record references customer not in subscriptions
U0002308,C00788,2025-09-01,14.0,1690.0,291,23,12,2.0,INVALID,Usage record references customer not in subscriptions
U0002309,C01543,2024-05-23,31.0,154.0,825,19,42,,VALID,No issues detected
U0002310,C00406,2025-06-12,38.0,392.0,534,27,16,50.0,INVALID,Usage record references customer not in subscriptions
U0002311,C01476,2025-01-11,,,352,50,62,2.0,VALID,No issues detected
U0002312,C00854,2025-05-21,4.0,876.0,193,70,78,10.0,INVALID,Usage record references customer not in subscriptions
U0002313,C00313,2024-09-01,21.0,1194.0,110,0,45,,INVALID,Usage record references customer not in subscriptions
U0002314,C00713,2025-10-11,-1.0,1386.0,77,73,47,5.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002315,C01055,2024-05-22,54.0,328.0,905,36,61,,VALID,No issues detected
U0002316,C00870,2025-11-03,50.0,1224.0,875,76,65,50.0,INVALID,Usage record references customer not in subscriptions
U0002317,C01690,2024-03-16,33.0,106.0,917,15,4,1.0,INVALID,Usage record references customer not in subscriptions
U0002318,C00324,2024-11-27,26.0,1964.0,705,34,56,-5.0,INVALID,Usage record references customer not in subscriptions
U0002319,C01281,2025-01-07,26.0,623.0,162,69,1,2.0,INVALID,Usage record references customer not in subscriptions
U0002320,C00963,2025-12-14,,636.0,934,27,100,5.0,VALID,No issues detected
U0002321,C00665,2024-08-31,29.0,1472.0,19,70,23,10.0,INVALID,Usage record references customer not in subscriptions
U0002322,C00431,2025-03-18,39.0,1068.0,506,77,78,100.0,VALID,No issues detected
U0002323,C00383,2024-10-22,,1546.0,530,74,14,50.0,VALID,No issues detected
U0002324,C00856,2025-04-25,40.0,1631.0,24,15,66,50.0,INVALID,Usage record references customer not in subscriptions
U0002325,C00820,2024-10-10,5.0,,859,13,72,20.0,INVALID,Usage record references customer not in subscriptions
U0002326,C00325,2025-06-24,36.0,750.0,592,30,36,2.0,INVALID,Usage record references customer not in subscriptions
U0002327,C01429,2025-06-22,26.0,574.0,705,14,53,100.0,VALID,No issues detected
U0002328,C01378,2025-12-12,33.0,324.0,178,11,0,10.0,VALID,No issues detected
U0002329,C01365,2025-03-29,16.0,1621.0,598,29,69,2.0,VALID,No issues detected
U0002330,C01615,2024-03-05,,749.0,983,67,55,100.0,VALID,No issues detected
U0002331,C00927,2025-09-09,,1488.0,157,77,99,20.0,VALID,No issues detected
U0002332,C00380,2024-02-14,12.0,363.0,968,13,77,100.0,INVALID,Usage record references customer not in subscriptions
U0002333,C00675,2024-05-30,,-193.0,249,76,34,-5.0,INVALID,Negative active_minutes
U0002334,C01073,2024-11-27,41.0,,999,44,22,20.0,INVALID,Usage record references customer not in subscriptions
U0002335,C00463,2025-10-28,18.0,671.0,103,23,91,100.0,VALID,No issues detected
U0002336,C01505,2025-09-13,59.0,1201.0,207,80,43,100.0,VALID,No issues detected
U0002337,C00890,2024-12-10,38.0,1952.0,770,60,72,10.0,VALID,No issues detected
U0002338,C00133,2025-03-02,54.0,620.0,874,10,59,20.0,VALID,No issues detected
U0002339,C01204,2024-04-26,49.0,1561.0,656,64,3,100.0,INVALID,Usage record references customer not in subscriptions
U0002340,C01004,2025-03-26,18.0,1064.0,273,46,17,10.0,INVALID,Usage record references customer not in subscriptions
U0002341,C00069,2026-01-04,33.0,829.0,872,47,32,20.0,VALID,No issues detected
U0002342,C01304,2024-08-25,56.0,777.0,969,8,53,100.0,INVALID,Usage record references customer not in subscriptions
U0002343,C01193,2025-08-11,58.0,1648.0,973,76,97,5.0,VALID,No issues detected
,C01313,2024-06-22,0.0,1251.0,526,16,27,100.0,INVALID,Missing usage_id
U0002345,C00343,2024-01-11,,420.0,239,47,14,,INVALID,Usage record references customer not in subscriptions
U0002346,C01215,2024-10-29,58.0,342.0,528,14,48,20.0,VALID,No issues detected
U0002347,C00825,2024-04-03,46.0,987.0,884,9,9,50.0,VALID,No issues detected
U0002348,C01686,2024-09-25,33.0,,843,64,53,20.0,VALID,No issues detected
U0002349,C00273,2024-04-21,20.0,1171.0,238,46,39,-5.0,VALID,No issues detected
U0002350,C00550,2025-03-05,,,643,76,41,20.0,VALID,No issues detected
U0002351,C00476,2024-06-15,11.0,1941.0,320,43,90,100.0,INVALID,Usage record references customer not in subscriptions
U0002352,C01309,2025-10-07,31.0,1043.0,624,64,82,5.0,INVALID,Usage record references customer not in subscriptions
U0002353,C01521,2024-01-04,18.0,766.0,847,8,38,1.0,INVALID,Usage record references customer not in subscriptions
U0002354,C00194,2026-01-01,55.0,1659.0,674,19,26,10.0,VALID,No issues detected
U0002355,C01528,2025-08-08,56.0,491.0,197,80,62,50.0,VALID,No issues detected
,C01637,2025-06-11,10.0,1863.0,37,68,99,2.0,INVALID,Missing usage_id
U0002357,C01631,2024-06-19,16.0,1219.0,811,8,3,,VALID,No issues detected
U0002358,C00206,2024-11-08,52.0,532.0,411,79,25,10.0,INVALID,Usage record references customer not in subscriptions
,C00939,2024-10-10,58.0,1552.0,606,11,62,5.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0002360,C00166,2025-02-18,-5.0,28.0,603,4,93,,INVALID,Negative login_count
U0002361,C00649,2025-05-13,19.0,351.0,677,71,41,50.0,VALID,No issues detected
U0002362,C01535,2025-10-17,58.0,1410.0,34,44,4,1.0,INVALID,Usage record references customer not in subscriptions
U0002363,C00205,2025-11-23,42.0,1314.0,331,11,58,10.0,VALID,No issues detected
U0002364,C00221,2024-01-02,,,398,32,54,100.0,INVALID,Usage record references customer not in subscriptions
U0002365,C00664,2024-08-22,20.0,1583.0,681,32,80,10.0,INVALID,Usage record references customer not in subscriptions
U0002366,C01552,2024-12-17,-48.0,975.0,246,65,51,1.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002367,C01775,2025-06-24,60.0,1222.0,659,56,76,-5.0,INVALID,Usage record references customer not in subscriptions
U0002368,C01258,2024-12-16,0.0,1055.0,393,48,20,,VALID,No issues detected
U0002369,C01393,2024-10-27,39.0,970.0,558,19,9,10.0,INVALID,Usage record references customer not in subscriptions
U0002370,C01519,2024-01-14,0.0,1799.0,15,11,47,10.0,INVALID,Usage record references customer not in subscriptions
U0002371,C00262,2025-05-22,28.0,519.0,996,54,50,-5.0,INVALID,Usage record references customer not in subscriptions
U0002372,C01703,2025-08-28,,368.0,204,73,32,,INVALID,Usage record references customer not in subscriptions
U0002373,C00881,2025-02-13,52.0,261.0,434,50,3,1.0,INVALID,Usage record references customer not in subscriptions
U0002374,C00096,2025-12-03,,1510.0,563,77,6,50.0,INVALID,Usage record references customer not in subscriptions
U0002375,C00886,2025-03-15,47.0,-319.0,508,68,36,100.0,INVALID,Usage record references customer not in subscriptions; Negative active_minutes
U0002376,C00376,2024-05-28,12.0,1876.0,396,57,96,20.0,INVALID,Usage record references customer not in subscriptions
U0002377,C01676,2024-04-23,48.0,1047.0,902,7,14,20.0,INVALID,Usage record references customer not in subscriptions
U0002378,C00097,2026-01-11,33.0,37.0,626,78,95,-5.0,INVALID,Usage record references customer not in subscriptions
,C00025,2025-09-12,53.0,1466.0,527,63,91,-5.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0002380,C00586,2024-09-16,25.0,1131.0,974,79,12,,VALID,No issues detected
U0002381,C00167,2025-01-19,12.0,,86,20,14,2.0,INVALID,Usage record references customer not in subscriptions
U0002382,C01388,2024-08-23,48.0,,502,56,30,100.0,VALID,No issues detected
U0002383,C01222,2025-05-23,34.0,925.0,462,36,71,-5.0,VALID,No issues detected
U0002384,C01108,2024-05-27,,500.0,740,44,76,5.0,VALID,No issues detected
U0002385,C01760,2024-07-08,59.0,168.0,509,31,52,100.0,INVALID,Usage record references customer not in subscriptions
U0002386,C00395,2024-03-03,45.0,690.0,379,4,73,1.0,INVALID,Usage record references customer not in subscriptions
U0002387,C00992,2024-05-18,29.0,170.0,53,71,48,10.0,VALID,No issues detected
U0002388,C00573,2025-03-20,48.0,1314.0,178,6,61,-5.0,VALID,No issues detected
U0002389,C00070,2024-07-11,1.0,1760.0,52,64,100,100.0,INVALID,Usage record references customer not in subscriptions
U0002390,C00184,2024-08-08,50.0,1854.0,443,2,46,20.0,INVALID,Usage record references customer not in subscriptions
U0002391,C00574,2025-12-24,43.0,,907,53,79,2.0,INVALID,Usage record references customer not in subscriptions
U0002392,C01107,2026-01-28,-50.0,963.0,519,73,89,20.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002393,C01614,2025-01-22,4.0,511.0,485,45,67,10.0,VALID,No issues detected
U0002394,C00314,2025-12-22,53.0,-210.0,909,30,72,100.0,INVALID,Negative active_minutes
U0002395,C00814,2025-02-24,60.0,934.0,625,12,41,2.0,INVALID,Usage record references customer not in subscriptions
U0002396,C01000,2025-02-27,59.0,31.0,506,51,52,-5.0,VALID,No issues detected
U0002397,C00656,2025-01-25,30.0,690.0,662,76,4,500.0,INVALID,Usage record references customer not in subscriptions
U0002398,C00391,2024-03-08,,118.0,952,33,84,50.0,VALID,No issues detected
U0002399,C00003,2024-08-31,54.0,1314.0,544,73,69,-5.0,INVALID,Usage record references customer not in subscriptions
U0002400,C01032,2024-08-14,,757.0,137,61,32,20.0,VALID,No issues detected
U0002401,C00275,2024-06-07,28.0,1612.0,618,67,93,2.0,INVALID,Usage record references customer not in subscriptions
U0002402,C00701,2024-08-05,43.0,1588.0,514,27,96,-5.0,INVALID,Usage record references customer not in subscriptions
U0002403,C00101,2024-12-27,39.0,1000.0,583,6,100,,VALID,No issues detected
U0002404,C01711,2024-11-29,45.0,,44,5,66,2.0,INVALID,Usage record references customer not in subscriptions
U0002405,C00751,2024-12-19,50.0,1214.0,631,13,38,-5.0,INVALID,Usage record references customer not in subscriptions
U0002406,C01772,2025-09-23,22.0,1704.0,248,7,95,5.0,INVALID,Usage record references customer not in subscriptions
U0002407,C00040,2025-09-27,-20.0,585.0,46,44,3,,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0002408,C01168,2025-10-17,6.0,308.0,307,68,63,100.0,INVALID,Usage record references customer not in subscriptions
U0002409,C00987,2024-08-27,32.0,319.0,95,59,99,50.0,INVALID,Usage record references customer not in subscriptions
U0002410,C01419,2024-09-03,40.0,1776.0,484,11,54,5.0,INVALID,Usage record references customer not in subscriptions
