subscription_id,customer_id,region,plan_name,signup_date,renewal_date,monthly_fee,discount_pct,auto_renew,subscription_status,sales_channel,record_status,status_reason,subscription_status_norm
S001324,C01421,West,Basic,2025-01-05,2025-05-23,17531.63,53.0,N,Trial,,VALID,No issues detected,Trial
,C01602,East,Enterprise,2025-05-17,2025-05-01,60782.02,143.0,N,Trial,Marketplace,INVALID,Missing subscription_id; Renewal date earlier than signup date; Discount_pct outside 0-100 range,Trial
S001326,C01426,West,,2025-09-09,2026-02-18,8687.98,17.0,N,Cancelled,Partner,VALID,No issues detected,Cancelled
S001327,C00486,West,Enterprise,2024-09-02,2024-07-07,-21203.3,40.0,N,Active,Inside Sales,INVALID,Renewal date earlier than signup date; Negative monthly_fee,Active
S001328,C00497,South,Enterprise,2024-10-02,2025-07-17,-68472.7,-6.0,N,Trial,Partner,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Trial
S001329,C01515,East,,2024-04-19,2024-12-22,52636.88,0.0,Y,Cancelled,,VALID,No issues detected,Cancelled
S001330,C00869,West,Growth,2025-08-24,2026-07-06,26274.13,0.0,N,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S001331,C01013,West,Pro,2024-04-07,2024-11-22,,0.0,N,,Website,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S001332,C00914,East,Basic,2024-03-16,2024-09-04,25875.14,32.0,N,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S001333,C01099,North,Growth,2025-04-22,2025-04-17,10381.06,-17.0,,Active,Marketplace,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Active
S001334,C01396,North,Basic,2024-05-07,2025-01-07,77959.47,0.0,,Active,Inside Sales,VALID,No issues detected,Active
S001335,C00714,,Pro,2025-10-05,2025-12-27,,0.0,Y,Cancelled,Partner,SUSPICIOUS,Missing monthly_fee,Cancelled
S001336,C00321,East,Growth,2024-07-12,2025-04-22,41863.07,0.0,N,Active,Website,VALID,No issues detected,Active
,C01445,Central,Enterprise,2024-06-12,,14091.06,0.0,N,Cancelled,Website,INVALID,Missing subscription_id,Cancelled
S001338,C00952,South,Basic,2025-08-01,2026-05-13,,0.0,N,Active,Website,SUSPICIOUS,Missing monthly_fee,Active
S001339,C01502,East,Enterprise,2024-02-29,2024-07-24,989.68,-20.0,,Expired,Marketplace,INVALID,Discount_pct outside 0-100 range,Expired
S001340,C01513,North,,2024-07-29,2025-04-28,39251.38,58.0,Y,,Website,SUSPICIOUS,Missing subscription_status,Nan
S001341,C00160,West,Basic,2024-02-15,2024-02-13,17597.22,0.0,N,Expired,Marketplace,INVALID,Renewal date earlier than signup date,Expired
S001342,C00968,,Basic,2025-06-05,2026-05-11,12701.04,31.0,,Active,Inside Sales,VALID,No issues detected,Active
S001343,C01378,West,Growth,2025-06-05,2025-07-13,73194.0,17.0,,Active,Partner,VALID,No issues detected,Active
S001344,C01747,Central,Pro,2024-08-01,2025-01-18,71159.37,0.0,Y,Active,Inside Sales,VALID,No issues detected,Active
,C01564,West,Growth,2025-06-24,2025-12-20,14349.65,-15.0,,Active,Inside Sales,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Active
S001346,C00486,East,Growth,2025-08-04,2025-11-26,41434.97,108.0,N,Expired,,INVALID,Discount_pct outside 0-100 range,Expired
S001347,C00231,West,Growth,2025-10-14,2026-08-28,-28170.4,143.0,,Active,,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Active
S001348,C00707,Central,Pro,2024-10-04,2025-07-28,47050.31,53.0,,Active,Marketplace,VALID,No issues detected,Active
S001349,C00740,South,,2024-07-16,,26793.58,-27.0,,Active,Partner,INVALID,Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S001350,C01464,North,Basic,2025-05-09,2025-11-17,13917.57,0.0,N,Active,Website,VALID,No issues detected,Active
S001351,C01201,North,Growth,2024-01-18,,50683.48,160.0,N,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S001352,C00227,West,Enterprise,2025-06-02,2025-08-03,9280.72,124.0,,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S001353,C00215,West,Growth,2025-11-02,,30381.4,0.0,Y,Active,Website,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
S001354,C01250,East,Pro,2025-01-16,2025-01-06,10055.34,8.0,,Expired,Partner,INVALID,Renewal date earlier than signup date,Expired
S001355,C00588,East,Basic,2024-01-20,2024-11-14,3185.98,120.0,,Cancelled,Website,INVALID,Discount_pct outside 0-100 range,Cancelled
,C00270,North,Enterprise,2024-03-24,2024-04-16,17942.03,-16.0,N,Active,Partner,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Active
S001357,C01551,North,,2024-10-02,,53504.18,0.0,N,,Website,SUSPICIOUS,Missing subscription_status,Nan
S001358,C00384,East,Enterprise,2024-08-21,2024-09-19,-79093.96,-16.0,N,Active,Marketplace,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Active
S001359,C00271,East,,2024-08-16,2025-08-07,,17.0,,,Website,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S001360,C01131,South,,2025-07-07,2026-07-12,,-26.0,,Cancelled,Partner,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
S001361,C01700,,Pro,2024-12-09,2025-03-21,20308.25,119.0,N,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001362,C00470,East,Growth,2024-05-17,2024-11-27,40888.94,111.0,N,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S001363,C00579,West,Enterprise,2024-11-06,2025-12-22,2650.5,0.0,N,,,SUSPICIOUS,Missing subscription_status,Nan
S001364,C00800,Central,Growth,2024-11-26,,48698.06,-3.0,,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S001365,C00835,,Pro,2025-02-07,2026-04-01,45145.73,29.0,,Active,Website,VALID,No issues detected,Active
S001366,C00186,North,Growth,2025-09-25,2026-03-31,59615.46,125.0,,Active,,INVALID,Discount_pct outside 0-100 range,Active
S001367,C00598,South,,2024-05-07,2025-05-23,25608.05,-18.0,N,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S001368,C00917,North,Basic,2024-01-19,2025-01-21,30134.7,15.0,N,Cancelled,Marketplace,VALID,No issues detected,Cancelled
S001369,C01397,West,Pro,2025-04-12,2025-05-14,12584.45,-27.0,,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001370,C00398,South,,2024-07-29,2025-01-26,67557.19,0.0,,Cancelled,Partner,VALID,No issues detected,Cancelled
S001371,C01156,South,,2024-12-23,2026-01-13,43793.59,-22.0,N,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S001372,C00028,North,Pro,2025-09-17,2026-06-09,5107.77,-10.0,Y,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S001373,C01675,East,,2024-03-22,,24441.82,129.0,Y,Active,Partner,INVALID,Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S001374,,West,,2024-09-03,2024-11-08,33020.78,-5.0,,Trial,Website,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Trial
S001375,,Central,Basic,2025-02-23,2025-01-29,49813.54,-22.0,Y,Active,,INVALID,Missing customer_id; Renewal date earlier than signup date; Discount_pct outside 0-100 range,Active
S001376,C01281,,Growth,2024-04-06,2024-04-03,74237.92,0.0,,Trial,Partner,INVALID,Renewal date earlier than signup date,Trial
S001377,C00365,North,Growth,2024-02-12,2025-01-07,4040.42,133.0,N,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S001378,C00535,North,Basic,2024-01-28,,39086.26,0.0,,,Website,SUSPICIOUS,Missing subscription_status,Nan
S001379,C00050,South,Basic,2024-10-04,2024-11-27,73303.9,0.0,Y,Trial,,VALID,No issues detected,Trial
S001380,C00408,,Growth,2024-01-30,,987.94,0.0,Y,Cancelled,,VALID,No issues detected,Cancelled
S001381,C01729,East,Pro,2024-06-17,2024-08-26,12417.19,-29.0,N,Cancelled,Website,INVALID,Discount_pct outside 0-100 range,Cancelled
S001382,C00607,South,Enterprise,2025-03-14,2025-10-22,20014.55,-15.0,N,Trial,Partner,INVALID,Discount_pct outside 0-100 range,Trial
S001383,C00404,West,Pro,2025-09-16,,11605.99,-14.0,,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001384,C01354,North,Enterprise,2024-01-18,2024-03-09,23957.11,-5.0,Y,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001385,C00870,North,Basic,2025-05-15,2026-03-26,-14432.59,106.0,,Cancelled,,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Cancelled
S001386,C01670,South,Pro,2024-08-02,2025-02-28,4405.97,114.0,Y,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S001387,,South,Enterprise,2024-08-02,2024-08-17,71596.14,21.0,N,,,INVALID,Missing customer_id; Missing subscription_status,Nan
S001388,C01148,Central,Enterprise,2024-05-03,2024-08-02,1481.29,131.0,N,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S001389,C00638,South,Enterprise,2025-06-05,2025-04-11,,-21.0,N,Cancelled,Marketplace,INVALID,Renewal date earlier than signup date; Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
S001390,,West,Pro,2025-02-20,2025-08-13,66220.91,150.0,Y,Trial,Inside Sales,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Trial
S001391,C01170,South,Pro,2025-03-29,2025-12-24,29710.64,-3.0,Y,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001392,C00161,East,Pro,2025-11-27,2026-12-30,75687.71,0.0,Y,Active,Marketplace,VALID,No issues detected,Active
S001393,C00042,,Pro,2024-08-08,2025-04-01,50531.46,69.0,Y,Expired,,VALID,No issues detected,Expired
S001394,C00446,South,Pro,2025-11-05,2026-05-02,67943.26,-17.0,N,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S001395,,West,Growth,2025-04-22,,35600.38,-2.0,Y,,Marketplace,INVALID,Missing customer_id; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001396,C00385,West,Pro,2024-05-22,2024-12-30,32469.35,41.0,N,Cancelled,Marketplace,VALID,No issues detected,Cancelled
,C01089,South,Growth,2024-12-19,2025-12-03,28891.71,130.0,Y,Trial,,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Trial
S001398,C01347,North,Growth,2024-05-07,2024-07-21,47753.8,0.0,N,Active,Inside Sales,VALID,No issues detected,Active
S001399,C01496,,,2025-06-21,,49136.62,-19.0,Y,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
,C00759,South,,2025-01-07,2024-11-23,17762.55,41.0,,Trial,Marketplace,INVALID,Missing subscription_id; Renewal date earlier than signup date,Trial
S001401,C01472,Central,Basic,2024-05-23,2025-02-23,-66996.55,7.0,,,,INVALID,Negative monthly_fee; Missing subscription_status,Nan
S001402,C00486,South,Growth,2024-10-10,2024-11-04,9219.99,120.0,Y,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S001403,,,Enterprise,2025-07-19,2026-08-15,7446.72,57.0,,Trial,Website,INVALID,Missing customer_id,Trial
S001404,C00706,North,Pro,2024-10-15,2025-09-10,,8.0,,Cancelled,Inside Sales,SUSPICIOUS,Missing monthly_fee,Cancelled
S001405,C00151,South,,2024-10-04,2025-05-01,8657.13,46.0,Y,Active,Marketplace,VALID,No issues detected,Active
S001406,C01119,West,Growth,2025-11-10,,12910.62,-3.0,Y,Active,Website,INVALID,Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S001407,C01582,West,Enterprise,2025-03-14,2026-05-04,77662.52,139.0,Y,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S001408,C00553,West,Basic,2025-07-16,,52846.64,130.0,,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001409,C00590,North,Growth,2025-05-21,2025-12-22,37113.89,0.0,N,Active,,VALID,No issues detected,Active
S001410,C01162,West,Basic,2024-12-14,,70616.62,38.0,,,,SUSPICIOUS,Missing subscription_status,Nan
S001411,,East,Growth,2024-01-18,2024-03-18,28849.43,0.0,Y,Active,,INVALID,Missing customer_id,Active
S001412,C01089,Central,Basic,2024-08-20,2024-10-29,65610.55,149.0,,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S001413,C00010,,Pro,2025-09-23,2026-09-23,31408.8,0.0,Y,Trial,Inside Sales,VALID,No issues detected,Trial
S001414,C00422,North,Pro,2024-05-03,2024-07-26,2877.95,34.0,Y,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S001415,C00757,North,Pro,2025-11-22,,76394.34,0.0,Y,Cancelled,Marketplace,VALID,No issues detected,Cancelled
S001416,C01581,South,Enterprise,2025-09-15,2026-03-17,10706.14,0.0,N,Trial,Website,VALID,No issues detected,Trial
S001417,C01323,,Enterprise,2025-09-05,2026-05-21,,108.0,N,Expired,Website,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Expired
S001418,C00179,West,Growth,2025-08-21,2026-07-30,14551.21,-18.0,Y,Active,Website,INVALID,Discount_pct outside 0-100 range,Active
S001419,C01654,East,Growth,2025-09-03,,27356.15,-14.0,Y,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S001420,C00494,Central,Enterprise,2024-07-04,2024-10-17,42316.82,158.0,Y,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S001421,C01763,Central,Growth,2025-04-07,2025-06-13,,-16.0,N,Cancelled,Website,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
S001422,C01334,North,Basic,2025-09-12,2026-05-19,5661.01,58.0,,Cancelled,,VALID,No issues detected,Cancelled
S001423,C00007,South,Basic,2024-02-21,2024-12-29,64604.12,-13.0,,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S001424,C01388,,Growth,2025-11-19,2025-10-07,18633.68,-22.0,,,Partner,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001425,C00120,North,,2024-06-07,2024-05-17,21525.24,148.0,N,Trial,Inside Sales,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Trial
S001426,C00618,,Enterprise,2025-01-10,2025-10-01,,115.0,Y,Trial,Marketplace,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Trial
S001427,C00329,Central,Basic,2025-08-13,2026-06-18,56088.96,0.0,Y,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S001428,C00426,West,Enterprise,2025-05-16,2026-06-15,71862.16,109.0,Y,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S001429,C00601,West,Growth,2025-04-22,2025-05-20,48583.28,32.0,Y,,,SUSPICIOUS,Missing subscription_status,Nan
S001430,C01402,North,Enterprise,2025-04-29,2025-11-01,48839.94,141.0,,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S001431,C01763,North,Pro,2024-07-22,2024-09-18,48251.68,127.0,N,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
S001432,C01601,,Basic,2025-06-12,2025-10-26,3972.58,42.0,N,Cancelled,,VALID,No issues detected,Cancelled
S001433,C01015,North,Pro,2025-02-09,2025-07-20,34246.51,-13.0,N,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001434,C01318,North,Enterprise,2025-03-29,2025-11-27,49326.03,146.0,Y,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S001435,C00827,West,,2024-08-28,2025-01-28,36407.52,-28.0,N,Active,,INVALID,Discount_pct outside 0-100 range,Active
S001436,C00465,North,,2025-04-29,2025-04-11,21984.72,0.0,N,Cancelled,Marketplace,INVALID,Renewal date earlier than signup date,Cancelled
,C00822,,Pro,2025-01-07,2025-06-30,79946.98,39.0,N,,Partner,INVALID,Missing subscription_id; Missing subscription_status,Nan
S001438,C01155,North,,2024-04-17,2024-08-08,,0.0,,Active,,SUSPICIOUS,Missing monthly_fee,Active
S001439,C01607,West,Growth,2024-11-24,2025-10-06,73053.06,102.0,N,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001440,C00013,South,,2025-02-05,2025-08-20,37690.04,-16.0,Y,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S001441,C00503,North,Basic,2024-01-31,,10589.81,143.0,,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S001442,C00006,North,Enterprise,2025-05-15,2025-07-12,6559.72,9.0,Y,,,SUSPICIOUS,Missing subscription_status,Nan
S001443,C00514,North,Growth,2024-11-16,2025-01-23,21564.55,108.0,N,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S001444,C01276,South,Pro,2024-03-26,2025-04-29,,123.0,Y,Active,Marketplace,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Active
S001445,C01115,,Enterprise,2025-09-09,2025-08-07,,11.0,Y,Trial,Partner,INVALID,Renewal date earlier than signup date; Missing monthly_fee,Trial
S001446,C01568,North,Growth,2024-08-07,2024-08-28,40850.75,12.0,,Expired,Inside Sales,VALID,No issues detected,Expired
S001447,C00204,West,Enterprise,2024-05-28,2025-03-08,79491.49,138.0,Y,Trial,Partner,INVALID,Discount_pct outside 0-100 range,Trial
S001448,C01463,North,Growth,2024-09-26,2024-12-08,,0.0,Y,,Website,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S001449,C01691,North,,2024-03-11,2024-07-14,10804.35,0.0,N,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S001450,C00116,,Enterprise,2025-09-30,2025-08-25,66005.38,63.0,Y,Cancelled,Marketplace,INVALID,Renewal date earlier than signup date,Cancelled
S001451,C00775,North,,2024-07-17,2024-11-01,79521.71,0.0,,Trial,Inside Sales,VALID,No issues detected,Trial
S001452,C01404,South,Basic,2024-07-09,2025-02-09,54377.42,142.0,Y,Cancelled,Website,INVALID,Discount_pct outside 0-100 range,Cancelled
S001453,C00252,North,Pro,2025-04-10,2026-03-03,47302.41,116.0,N,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S001454,C00797,South,,2024-07-16,2025-08-08,40080.01,0.0,,,Website,SUSPICIOUS,Missing subscription_status,Nan
S001455,C01699,North,,2024-08-16,2025-09-07,,34.0,Y,Trial,Marketplace,SUSPICIOUS,Missing monthly_fee,Trial
,C01264,South,Enterprise,2025-02-27,2025-08-07,22228.86,107.0,Y,Expired,,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Expired
,C00513,,Enterprise,2025-09-11,2025-12-17,57396.76,-24.0,N,Trial,Inside Sales,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Trial
S001458,C00143,East,Enterprise,2025-08-15,,41781.22,47.0,N,Active,Inside Sales,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
S001459,C01442,West,Pro,2024-08-25,2024-10-07,3490.71,0.0,,Active,Website,VALID,No issues detected,Active
S001460,,West,Pro,2024-05-03,2024-04-04,34211.87,0.0,Y,,Marketplace,INVALID,Missing customer_id; Renewal date earlier than signup date; Missing subscription_status,Nan
S001461,C00825,West,Pro,2025-06-04,2026-04-29,52284.33,40.0,Y,Active,Website,VALID,No issues detected,Active
S001462,C01477,North,Growth,2024-05-23,2024-10-14,73564.63,156.0,Y,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S001463,C00133,East,,2024-12-02,2025-06-16,9596.24,0.0,Y,,,SUSPICIOUS,Missing subscription_status,Nan
S001464,C00477,,Enterprise,2024-12-26,2025-08-08,74568.42,34.0,Y,,Partner,SUSPICIOUS,Missing subscription_status,Nan
,,West,,2024-01-23,2025-02-17,51546.53,-10.0,N,Active,Website,INVALID,Missing subscription_id; Missing customer_id; Discount_pct outside 0-100 range,Active
S001466,C01595,Central,Enterprise,2024-11-27,2024-11-13,65209.38,0.0,N,Expired,Inside Sales,INVALID,Renewal date earlier than signup date,Expired
S001467,C00535,West,Pro,2024-11-16,2024-10-22,63538.62,0.0,,,Partner,INVALID,Renewal date earlier than signup date; Missing subscription_status,Nan
S001468,C00426,South,Pro,2025-03-26,2026-05-07,71195.66,63.0,,,,SUSPICIOUS,Missing subscription_status,Nan
S001469,C00517,North,Growth,2024-10-03,2025-07-15,-50726.68,-2.0,N,Active,,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Active
S001470,C01489,East,Enterprise,2024-10-16,2025-05-26,30441.67,0.0,N,,Website,SUSPICIOUS,Missing subscription_status,Nan
S001471,C01162,Central,,2024-06-19,2025-02-10,33783.51,152.0,,Active,Website,INVALID,Discount_pct outside 0-100 range,Active
S001472,C00166,East,Basic,2025-07-04,2026-04-20,61953.96,110.0,N,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S001473,C01371,South,Basic,2025-09-23,,56846.41,132.0,Y,Trial,Partner,INVALID,Discount_pct outside 0-100 range,Trial
S001474,C00706,Central,Pro,2025-10-10,2025-09-20,58578.99,47.0,,Cancelled,Inside Sales,INVALID,Renewal date earlier than signup date,Cancelled
S001475,C01545,South,Growth,2025-06-15,2025-06-08,58971.89,-28.0,,Expired,Partner,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Expired
S001476,C01763,South,Basic,2024-05-19,2024-10-03,77797.9,132.0,Y,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
,C00986,East,Pro,2024-01-11,2024-06-26,940.06,67.0,Y,Cancelled,,INVALID,Missing subscription_id,Cancelled
S001478,C01335,West,Growth,2025-03-10,2025-09-01,67736.4,0.0,,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S001479,C01442,North,Growth,2025-02-11,2025-07-30,-77425.46,0.0,Y,Active,Inside Sales,INVALID,Negative monthly_fee,Active
S001480,C00873,West,Basic,2024-09-30,2025-03-12,76415.07,1.0,Y,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S001481,C01447,North,Pro,2024-08-14,2025-07-27,60645.19,-24.0,N,Cancelled,Website,INVALID,Discount_pct outside 0-100 range,Cancelled
S001482,C01627,Central,Basic,2025-01-20,2025-10-25,,0.0,Y,Active,Marketplace,SUSPICIOUS,Missing monthly_fee,Active
S001483,,West,,2025-02-25,2026-02-17,58574.51,0.0,,Cancelled,,INVALID,Missing customer_id,Cancelled
S001484,C01148,,Basic,2025-07-07,2025-08-15,33168.01,149.0,,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S001485,C00539,South,Basic,2025-06-17,2026-07-23,45299.81,143.0,,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S001486,C01665,North,Pro,2024-02-16,,76452.26,64.0,N,Active,Inside Sales,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
S001487,C00315,West,Pro,2024-12-19,2025-07-13,59979.57,146.0,N,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S001488,C00065,West,Pro,2025-05-30,2026-01-11,41186.55,42.0,,Trial,Inside Sales,VALID,No issues detected,Trial
S001489,C01081,West,Growth,2025-09-14,2026-08-23,76442.57,133.0,Y,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S001490,C01577,,Enterprise,2025-04-04,2025-02-12,37344.06,-14.0,,,Inside Sales,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001491,C00967,South,Enterprise,2025-06-04,2026-04-20,69630.39,-13.0,Y,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S001492,C00315,North,Basic,2025-08-29,,63006.92,-17.0,,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S001493,C01210,South,Enterprise,2024-09-13,,79217.94,159.0,,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
,C00092,,,2025-04-17,2025-11-25,45450.38,0.0,Y,,Inside Sales,INVALID,Missing subscription_id; Missing subscription_status,Nan
S001495,C01191,South,Pro,2024-10-14,,21640.4,110.0,N,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S001496,C00874,,Basic,2024-10-05,,62407.35,-2.0,,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S001497,C00522,North,Enterprise,2024-08-19,,58058.62,101.0,Y,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S001498,C01340,West,Pro,2025-09-30,2026-04-09,4926.9,0.0,Y,Active,,VALID,No issues detected,Active
S001499,C00020,,Growth,2024-05-17,2025-02-14,-78517.53,58.0,Y,Expired,,INVALID,Negative monthly_fee,Expired
S001500,C00421,West,Basic,2025-01-10,2025-11-30,28871.43,0.0,Y,Trial,Website,VALID,No issues detected,Trial
S001501,C00709,South,Basic,2025-06-12,2026-01-29,21630.17,-11.0,N,Active,Website,INVALID,Discount_pct outside 0-100 range,Active
S001502,C00140,North,Pro,2025-11-03,,31006.36,0.0,N,Cancelled,Partner,VALID,No issues detected,Cancelled
S001503,C01796,North,Basic,2024-06-26,2025-06-06,55360.27,38.0,,Trial,Inside Sales,VALID,No issues detected,Trial
S001504,C00768,,Growth,2024-11-19,2025-06-04,34726.25,0.0,N,,Website,SUSPICIOUS,Missing subscription_status,Nan
S001505,C00133,,,2024-09-14,2024-07-19,33942.69,110.0,N,Trial,Inside Sales,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Trial
S001506,C01743,,Basic,2024-04-11,2024-11-07,31921.4,27.0,N,Active,Website,VALID,No issues detected,Active
S001507,C01001,West,,2025-08-06,2026-09-25,74105.01,69.0,Y,Active,Inside Sales,VALID,No issues detected,Active
,C00027,East,Pro,2024-03-03,2024-03-20,72385.33,-17.0,N,Active,Partner,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Active
S001509,C00202,,,2025-08-03,2026-09-23,23205.97,-5.0,,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001510,C01743,,Basic,2024-05-28,2024-12-22,24433.97,-22.0,Y,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
S001511,C00618,West,,2025-10-28,2026-12-10,,136.0,Y,Active,Partner,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Active
S001512,C01291,North,Growth,2024-04-08,2024-08-26,51800.13,129.0,Y,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S001513,C01459,Central,,2025-06-25,2026-08-02,56262.9,158.0,Y,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S001514,C01181,West,Pro,2025-05-04,,,-5.0,,Active,Website,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S001515,C00287,North,,2024-12-12,2025-03-31,40062.78,42.0,Y,,Website,SUSPICIOUS,Missing subscription_status,Nan
S001516,C00177,East,Growth,2025-10-08,2025-11-29,44579.76,-19.0,,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S001517,C01453,,Basic,2024-02-14,2024-01-16,18459.63,125.0,N,Trial,Inside Sales,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Trial
S001518,C00091,,Enterprise,2025-10-21,2025-11-08,28075.43,0.0,,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S001519,C00934,Central,Growth,2024-03-12,2024-04-19,41608.32,-29.0,N,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S001520,C00391,West,Basic,2024-11-02,2025-08-28,70448.06,53.0,,Active,Marketplace,VALID,No issues detected,Active
S001521,C01594,Central,Enterprise,2024-08-07,2025-08-02,1146.43,58.0,N,Active,,VALID,No issues detected,Active
